PORTFOLIO_CODE,PORTFOLIO_NAME,PERIOD_ID,CALENDAR_MONTH,FROM_DATE,THRU_DATE,PERIOD_TYPE,PERIOD_SEQ_IN_MONTH,PERIODS_IN_MONTH,SECURITY_ID,TICKER,SECURITY_NAME,BEGIN_WEIGHT,BEGIN_MV,END_MV,SEC_RETURN,CONTRIBUTION_W_X_R,INDUSTRY_CODE,SECTOR_CODE,COUNTRY_CODE,ASSET_CLASS_CODE,CURRENCY_CODE,USER_CLASS_1_CODE,USER_CLASS_2_CODE,USER_CLASS_3_CODE
PORT_LARGE,Large Demo Portfolio,P022,2025-01,2025-01-01,2025-01-31,MONTHLY,1,1,L099,L099,Synthetic Security L099,0.0133287131,640228.05,653551.95,0.0208111755,0.0002773862,MACH,INDU,CH,EQ,CHF,CORE,IDX,C
PORT_LARGE,Large Demo Portfolio,P022,2025-01,2025-01-01,2025-01-31,MONTHLY,1,1,L100,L100,Synthetic Security L100,0.0166477312,799652.93,866908.54,0.0841060069,0.0014001742,TRAN,INDU,US,EQ,USD,VAL,INT,A
PORT_LARGE,Large Demo Portfolio,P023,2025-02,2025-02-01,2025-02-14,SUBPERIOD,1,2,L001,L001,Synthetic Security L001,0.0161468702,568455.80,536982.79,-0.0553658049,-0.0008939845,RETL,CONS,CH,EQ,CHF,GRW,INT,A
PORT_LARGE,Large Demo Portfolio,P023,2025-02,2025-02-01,2025-02-14,SUBPERIOD,1,2,L002,L002,Synthetic Security L002,0.0090388433,318215.41,334262.86,0.0504295257,0.0004558246,AUTO,CONS,US,EQ,USD,INC,EXT,B
PORT_LARGE,Large Demo Portfolio,P023,2025-02,2025-02-01,2025-02-14,SUBPERIOD,1,2,L003,L003,Synthetic Security L003,0.0116691071,410814.70,406760.87,-0.0098677912,-0.0001151483,MACH,INDU,CA,EQ,CAD,CORE,IDX,C
PORT_LARGE,Large Demo Portfolio,P023,2025-02,2025-02-01,2025-02-14,SUBPERIOD,1,2,L004,L004,Synthetic Security L004,0.0163386644,575207.98,563115.35,-0.0210230562,-0.0003434887,TRAN,INDU,GB,EQ,GBP,VAL,INT,A
PORT_LARGE,Large Demo Portfolio,P023,2025-02,2025-02-01,2025-02-14,SUBPERIOD,1,2,L005,L005,Synthetic Security L005,0.0113689148,400246.33,397442.43,-0.0070054327,-0.0000796442,OILG,ENER,JP,EQ,JPY,GRW,EXT,B
PORT_LARGE,Large Demo Portfolio,P023,2025-02,2025-02-01,2025-02-14,SUBPERIOD,1,2,L006,L006,Synthetic Security L006,0.0070555094,248391.50,265594.08,0.0692559170,0.0004886358,POWR,UTIL,DE,EQ,EUR,INC,IDX,C
PORT_LARGE,Large Demo Portfolio,P023,2025-02,2025-02-01,2025-02-14,SUBPERIOD,1,2,L007,L007,Synthetic Security L007,0.0147054398,517709.78,530194.20,0.0241147092,0.0003546174,SOFT,TECH,FR,EQ,EUR,CORE,INT,A
PORT_LARGE,Large Demo Portfolio,P023,2025-02,2025-02-01,2025-02-14,SUBPERIOD,1,2,L008,L008,Synthetic Security L008,0.0110800819,390077.88,392498.52,0.0062055241,0.0000687577,SEMI,TECH,CH,EQ,CHF,VAL,EXT,B
PORT_LARGE,Large Demo Portfolio,P023,2025-02,2025-02-01,2025-02-14,SUBPERIOD,1,2,L009,L009,Synthetic Security L009,0.0118086380,415726.93,432819.04,0.0411137846,0.0004854978,PHAR,HLTH,US,EQ,USD,GRW,IDX,C
PORT_LARGE,Large Demo Portfolio,P023,2025-02,2025-02-01,2025-02-14,SUBPERIOD,1,2,L010,L010,Synthetic Security L010,0.0078542897,276512.82,283825.22,0.0264450758,0.0002077073,MEDD,HLTH,CA,EQ,CAD,INC,INT,A
PORT_LARGE,Large Demo Portfolio,P023,2025-02,2025-02-01,2025-02-14,SUBPERIOD,1,2,L011,L011,Synthetic Security L011,0.0144321920,508090.00,545348.08,0.0733296825,0.0010583081,BANK,FIN,GB,EQ,GBP,CORE,EXT,B
PORT_LARGE,Large Demo Portfolio,P023,2025-02,2025-02-01,2025-02-14,SUBPERIOD,1,2,L012,L012,Synthetic Security L012,0.0056123076,197583.11,197516.06,-0.0003393724,-0.0000019047,INSR,FIN,JP,EQ,JPY,VAL,IDX,C
PORT_LARGE,Large Demo Portfolio,P023,2025-02,2025-02-01,2025-02-14,SUBPERIOD,1,2,L013,L013,Synthetic Security L013,0.0138222904,486618.22,510914.67,0.0499291865,0.0006901357,RETL,CONS,DE,EQ,EUR,GRW,INT,A
PORT_LARGE,Large Demo Portfolio,P023,2025-02,2025-02-01,2025-02-14,SUBPERIOD,1,2,L014,L014,Synthetic Security L014,0.0073119527,257419.67,250898.46,-0.0253330039,-0.0001852337,AUTO,CONS,FR,EQ,EUR,INC,EXT,B
PORT_LARGE,Large Demo Portfolio,P023,2025-02,2025-02-01,2025-02-14,SUBPERIOD,1,2,L015,L015,Synthetic Security L015,0.0037500607,132022.10,125634.63,-0.0483818418,-0.0001814348,MACH,INDU,CH,EQ,CHF,CORE,IDX,C
PORT_LARGE,Large Demo Portfolio,P023,2025-02,2025-02-01,2025-02-14,SUBPERIOD,1,2,L016,L016,Synthetic Security L016,0.0166146611,584924.53,627045.42,0.0720108054,0.0011964351,TRAN,INDU,US,EQ,USD,VAL,INT,A
PORT_LARGE,Large Demo Portfolio,P023,2025-02,2025-02-01,2025-02-14,SUBPERIOD,1,2,L017,L017,Synthetic Security L017,0.0081580331,287206.20,283992.76,-0.0111886186,-0.0000912771,OILG,ENER,CA,EQ,CAD,GRW,EXT,B
PORT_LARGE,Large Demo Portfolio,P023,2025-02,2025-02-01,2025-02-14,SUBPERIOD,1,2,L018,L018,Synthetic Security L018,0.0075559249,266008.79,261966.19,-0.0151972272,-0.0001148291,POWR,UTIL,GB,EQ,GBP,INC,IDX,C
PORT_LARGE,Large Demo Portfolio,P023,2025-02,2025-02-01,2025-02-14,SUBPERIOD,1,2,L019,L019,Synthetic Security L019,0.0029987373,105571.52,104083.13,-0.0140983831,-0.0000422773,SOFT,TECH,JP,EQ,JPY,CORE,INT,A
PORT_LARGE,Large Demo Portfolio,P023,2025-02,2025-02-01,2025-02-14,SUBPERIOD,1,2,L020,L020,Synthetic Security L020,0.0049446500,174078.01,180599.79,0.0374647054,0.0001852499,SEMI,TECH,DE,ETF,EUR,VAL,EXT,B
PORT_LARGE,Large Demo Portfolio,P023,2025-02,2025-02-01,2025-02-14,SUBPERIOD,1,2,L021,L021,Synthetic Security L021,0.0056527552,199007.08,184645.50,-0.0721662022,-0.0004079379,PHAR,HLTH,FR,EQ,EUR,GRW,IDX,C
PORT_LARGE,Large Demo Portfolio,P023,2025-02,2025-02-01,2025-02-14,SUBPERIOD,1,2,L022,L022,Synthetic Security L022,0.0076252177,268448.26,253767.51,-0.0546874670,-0.0004170038,MEDD,HLTH,CH,EQ,CHF,INC,INT,A
PORT_LARGE,Large Demo Portfolio,P023,2025-02,2025-02-01,2025-02-14,SUBPERIOD,1,2,L023,L023,Synthetic Security L023,0.0033400632,117588.01,111305.93,-0.0534244605,-0.0001784411,BANK,FIN,US,EQ,USD,CORE,EXT,B
PORT_LARGE,Large Demo Portfolio,P023,2025-02,2025-02-01,2025-02-14,SUBPERIOD,1,2,L024,L024,Synthetic Security L024,0.0072985241,256946.91,271906.16,0.0582192373,0.0004249145,INSR,FIN,CA,EQ,CAD,VAL,IDX,C
PORT_LARGE,Large Demo Portfolio,P023,2025-02,2025-02-01,2025-02-14,SUBPERIOD,1,2,L025,L025,Synthetic Security L025,0.0122601107,431621.18,401356.77,-0.0701179713,-0.0008596541,RETL,CONS,GB,EQ,GBP,GRW,INT,A
PORT_LARGE,Large Demo Portfolio,P023,2025-02,2025-02-01,2025-02-14,SUBPERIOD,1,2,L026,L026,Synthetic Security L026,0.0137513868,484122.03,467147.25,-0.0350630280,-0.0004821653,AUTO,CONS,JP,EQ,JPY,INC,EXT,B
PORT_LARGE,Large Demo Portfolio,P023,2025-02,2025-02-01,2025-02-14,SUBPERIOD,1,2,L027,L027,Synthetic Security L027,0.0082622375,290874.75,287019.36,-0.0132544752,-0.0001095116,MACH,INDU,DE,EQ,EUR,CORE,IDX,C
PORT_LARGE,Large Demo Portfolio,P023,2025-02,2025-02-01,2025-02-14,SUBPERIOD,1,2,L028,L028,Synthetic Security L028,0.0150417974,529551.36,545043.92,0.0292560226,0.0004400632,TRAN,INDU,FR,EQ,EUR,VAL,INT,A
PORT_LARGE,Large Demo Portfolio,P023,2025-02,2025-02-01,2025-02-14,SUBPERIOD,1,2,L029,L029,Synthetic Security L029,0.0140937662,496175.61,517983.76,0.0439524698,0.0006194558,OILG,ENER,CH,EQ,CHF,GRW,EXT,B
PORT_LARGE,Large Demo Portfolio,P023,2025-02,2025-02-01,2025-02-14,SUBPERIOD,1,2,L030,L030,Synthetic Security L030,0.0156280854,550191.82,524772.49,-0.0462008519,-0.0007220309,POWR,UTIL,US,EQ,USD,INC,IDX,C
PORT_LARGE,Large Demo Portfolio,P023,2025-02,2025-02-01,2025-02-14,SUBPERIOD,1,2,L031,L031,Synthetic Security L031,0.0137945992,485643.34,450105.48,-0.0731768654,-0.0010094455,SOFT,TECH,CA,EQ,CAD,CORE,INT,A
PORT_LARGE,Large Demo Portfolio,P023,2025-02,2025-02-01,2025-02-14,SUBPERIOD,1,2,L032,L032,Synthetic Security L032,0.0034757549,122365.08,120652.55,-0.0139952896,-0.0000486442,SEMI,TECH,GB,EQ,GBP,VAL,EXT,B
PORT_LARGE,Large Demo Portfolio,P023,2025-02,2025-02-01,2025-02-14,SUBPERIOD,1,2,L033,L033,Synthetic Security L033,0.0125327557,441219.73,440508.58,-0.0016117872,-0.0000202001,PHAR,HLTH,JP,EQ,JPY,GRW,IDX,C
PORT_LARGE,Large Demo Portfolio,P023,2025-02,2025-02-01,2025-02-14,SUBPERIOD,1,2,L034,L034,Synthetic Security L034,0.0075385484,265397.04,255162.86,-0.0385617740,-0.0002906998,MEDD,HLTH,DE,EQ,EUR,INC,INT,A
PORT_LARGE,Large Demo Portfolio,P023,2025-02,2025-02-01,2025-02-14,SUBPERIOD,1,2,L035,L035,Synthetic Security L035,0.0161558062,568770.40,573127.34,0.0076602763,0.0001237579,BANK,FIN,FR,FI,EUR,CORE,EXT,B
PORT_LARGE,Large Demo Portfolio,P023,2025-02,2025-02-01,2025-02-14,SUBPERIOD,1,2,L036,L036,Synthetic Security L036,0.0152046497,535284.62,579483.93,0.0825716025,0.0012554723,INSR,FIN,CH,EQ,CHF,VAL,IDX,C
PORT_LARGE,Large Demo Portfolio,P023,2025-02,2025-02-01,2025-02-14,SUBPERIOD,1,2,L037,L037,Synthetic Security L037,0.0152263099,536047.18,532139.76,-0.0072893234,-0.0001109895,RETL,CONS,US,EQ,USD,GRW,INT,A
PORT_LARGE,Large Demo Portfolio,P023,2025-02,2025-02-01,2025-02-14,SUBPERIOD,1,2,L038,L038,Synthetic Security L038,0.0166429790,585921.48,578574.57,-0.0125390704,-0.0002086875,AUTO,CONS,CA,EQ,CAD,INC,EXT,B
PORT_LARGE,Large Demo Portfolio,P023,2025-02,2025-02-01,2025-02-14,SUBPERIOD,1,2,L039,L039,Synthetic Security L039,0.0127655577,449415.60,471457.88,0.0490465367,0.0006261064,MACH,INDU,GB,EQ,GBP,CORE,IDX,C
PORT_LARGE,Large Demo Portfolio,P023,2025-02,2025-02-01,2025-02-14,SUBPERIOD,1,2,L040,L040,Synthetic Security L040,0.0143939376,506743.24,477660.97,-0.0573905447,-0.0008260759,TRAN,INDU,JP,EQ,JPY,VAL,INT,A
PORT_LARGE,Large Demo Portfolio,P023,2025-02,2025-02-01,2025-02-14,SUBPERIOD,1,2,L041,L041,Synthetic Security L041,0.0061802160,217576.51,205165.07,-0.0570440311,-0.0003525444,OILG,ENER,DE,EQ,EUR,GRW,EXT,B
PORT_LARGE,Large Demo Portfolio,P023,2025-02,2025-02-01,2025-02-14,SUBPERIOD,1,2,L042,L042,Synthetic Security L042,0.0097666839,343839.28,371872.23,0.0815292211,0.0007962701,POWR,UTIL,FR,EQ,EUR,INC,IDX,C
PORT_LARGE,Large Demo Portfolio,P023,2025-02,2025-02-01,2025-02-14,SUBPERIOD,1,2,L043,L043,Synthetic Security L043,0.0032714933,115173.98,113671.30,-0.0130471114,-0.0000426835,SOFT,TECH,CH,EQ,CHF,CORE,INT,A
PORT_LARGE,Large Demo Portfolio,P023,2025-02,2025-02-01,2025-02-14,SUBPERIOD,1,2,L044,L044,Synthetic Security L044,0.0166298615,585459.67,588795.25,0.0056973701,0.0000947465,SEMI,TECH,US,EQ,USD,VAL,EXT,B
PORT_LARGE,Large Demo Portfolio,P023,2025-02,2025-02-01,2025-02-14,SUBPERIOD,1,2,L045,L045,Synthetic Security L045,0.0138207793,486565.02,511953.58,0.0521791782,0.0007211569,PHAR,HLTH,CA,ETF,CAD,GRW,IDX,C
PORT_LARGE,Large Demo Portfolio,P023,2025-02,2025-02-01,2025-02-14,SUBPERIOD,1,2,L046,L046,Synthetic Security L046,0.0149768322,527264.24,572544.97,0.0858786415,0.0012861900,MEDD,HLTH,GB,EQ,GBP,INC,INT,A
PORT_LARGE,Large Demo Portfolio,P023,2025-02,2025-02-01,2025-02-14,SUBPERIOD,1,2,L047,L047,Synthetic Security L047,0.0143061850,503653.89,521146.80,0.0347320212,0.0004968827,BANK,FIN,JP,EQ,JPY,CORE,EXT,B
PORT_LARGE,Large Demo Portfolio,P023,2025-02,2025-02-01,2025-02-14,SUBPERIOD,1,2,L048,L048,Synthetic Security L048,0.0045966644,161827.06,175363.32,0.0836464203,0.0003844945,INSR,FIN,DE,EQ,EUR,VAL,IDX,C
PORT_LARGE,Large Demo Portfolio,P023,2025-02,2025-02-01,2025-02-14,SUBPERIOD,1,2,L049,L049,Synthetic Security L049,0.0128644486,452897.09,421260.95,-0.0698528152,-0.0008986179,RETL,CONS,FR,EQ,EUR,GRW,INT,A
PORT_LARGE,Large Demo Portfolio,P023,2025-02,2025-02-01,2025-02-14,SUBPERIOD,1,2,L050,L050,Synthetic Security L050,0.0033022699,116257.48,108778.00,-0.0643354997,-0.0002124532,AUTO,CONS,CH,EQ,CHF,INC,EXT,B
PORT_LARGE,Large Demo Portfolio,P023,2025-02,2025-02-01,2025-02-14,SUBPERIOD,1,2,L051,L051,Synthetic Security L051,0.0126947887,446924.15,411802.15,-0.0785860404,-0.0009976332,MACH,INDU,US,EQ,USD,CORE,IDX,C
PORT_LARGE,Large Demo Portfolio,P023,2025-02,2025-02-01,2025-02-14,SUBPERIOD,1,2,L052,L052,Synthetic Security L052,0.0106414452,374635.53,349271.47,-0.0677032833,-0.0007204608,TRAN,INDU,CA,EQ,CAD,VAL,INT,A
PORT_LARGE,Large Demo Portfolio,P023,2025-02,2025-02-01,2025-02-14,SUBPERIOD,1,2,L053,L053,Synthetic Security L053,0.0080870683,284707.86,300529.85,0.0555727096,0.0004494203,OILG,ENER,GB,EQ,GBP,GRW,EXT,B
PORT_LARGE,Large Demo Portfolio,P023,2025-02,2025-02-01,2025-02-14,SUBPERIOD,1,2,L054,L054,Synthetic Security L054,0.0048781881,171738.20,181767.30,0.0583976309,0.0002848746,POWR,UTIL,JP,EQ,JPY,INC,IDX,C
PORT_LARGE,Large Demo Portfolio,P023,2025-02,2025-02-01,2025-02-14,SUBPERIOD,1,2,L055,L055,Synthetic Security L055,0.0031146080,109650.79,109999.14,0.0031769240,0.0000098949,SOFT,TECH,DE,CASH,EUR,CORE,INT,A
PORT_LARGE,Large Demo Portfolio,P023,2025-02,2025-02-01,2025-02-14,SUBPERIOD,1,2,L056,L056,Synthetic Security L056,0.0148823173,523936.81,527999.74,0.0077546145,0.0001154066,SEMI,TECH,FR,EQ,EUR,VAL,EXT,B
PORT_LARGE,Large Demo Portfolio,P023,2025-02,2025-02-01,2025-02-14,SUBPERIOD,1,2,L057,L057,Synthetic Security L057,0.0073608783,259142.11,278727.17,0.0755765301,0.0005563096,PHAR,HLTH,CH,EQ,CHF,GRW,IDX,C
PORT_LARGE,Large Demo Portfolio,P023,2025-02,2025-02-01,2025-02-14,SUBPERIOD,1,2,L058,L058,Synthetic Security L058,0.0112677466,396684.67,414862.51,0.0458243914,0.0005163376,MEDD,HLTH,US,EQ,USD,INC,INT,A
PORT_LARGE,Large Demo Portfolio,P023,2025-02,2025-02-01,2025-02-14,SUBPERIOD,1,2,L059,L059,Synthetic Security L059,0.0058099196,204540.10,201927.75,-0.0127718579,-0.0000742035,BANK,FIN,CA,EQ,CAD,CORE,EXT,B
PORT_LARGE,Large Demo Portfolio,P023,2025-02,2025-02-01,2025-02-14,SUBPERIOD,1,2,L060,L060,Synthetic Security L060,0.0073054277,257189.95,279437.18,0.0865011645,0.0006319280,INSR,FIN,GB,EQ,GBP,VAL,IDX,C
PORT_LARGE,Large Demo Portfolio,P023,2025-02,2025-02-01,2025-02-14,SUBPERIOD,1,2,L061,L061,Synthetic Security L061,0.0085478629,300930.29,298707.87,-0.0073851535,-0.0000631273,RETL,CONS,JP,EQ,JPY,GRW,INT,A
PORT_LARGE,Large Demo Portfolio,P023,2025-02,2025-02-01,2025-02-14,SUBPERIOD,1,2,L062,L062,Synthetic Security L062,0.0089405703,314755.68,332704.92,0.0570259592,0.0005098446,AUTO,CONS,DE,EQ,EUR,INC,EXT,B
PORT_LARGE,Large Demo Portfolio,P023,2025-02,2025-02-01,2025-02-14,SUBPERIOD,1,2,L063,L063,Synthetic Security L063,0.0133488650,469951.12,494702.80,0.0526686178,0.0007030663,MACH,INDU,FR,EQ,EUR,CORE,IDX,C
PORT_LARGE,Large Demo Portfolio,P023,2025-02,2025-02-01,2025-02-14,SUBPERIOD,1,2,L064,L064,Synthetic Security L064,0.0127254421,448003.32,437974.10,-0.0223864935,-0.0002848780,TRAN,INDU,CH,EQ,CHF,VAL,INT,A
PORT_LARGE,Large Demo Portfolio,P023,2025-02,2025-02-01,2025-02-14,SUBPERIOD,1,2,L065,L065,Synthetic Security L065,0.0041449261,145923.47,146704.01,0.0053489915,0.0000221712,OILG,ENER,US,EQ,USD,GRW,EXT,B
PORT_LARGE,Large Demo Portfolio,P023,2025-02,2025-02-01,2025-02-14,SUBPERIOD,1,2,L066,L066,Synthetic Security L066,0.0159916440,562991.02,579281.76,0.0289360640,0.0004627352,POWR,UTIL,CA,EQ,CAD,INC,IDX,C
PORT_LARGE,Large Demo Portfolio,P023,2025-02,2025-02-01,2025-02-14,SUBPERIOD,1,2,L067,L067,Synthetic Security L067,0.0045929013,161694.58,170840.82,0.0565649206,0.0002597971,SOFT,TECH,GB,EQ,GBP,CORE,INT,A
PORT_LARGE,Large Demo Portfolio,P023,2025-02,2025-02-01,2025-02-14,SUBPERIOD,1,2,L068,L068,Synthetic Security L068,0.0095433606,335977.11,357125.10,0.0629447525,0.0006007045,SEMI,TECH,JP,EQ,JPY,VAL,EXT,B
PORT_LARGE,Large Demo Portfolio,P023,2025-02,2025-02-01,2025-02-14,SUBPERIOD,1,2,L069,L069,Synthetic Security L069,0.0086903820,305947.72,283751.89,-0.0725477860,-0.0006304680,PHAR,HLTH,DE,EQ,EUR,GRW,IDX,C
PORT_LARGE,Large Demo Portfolio,P023,2025-02,2025-02-01,2025-02-14,SUBPERIOD,1,2,L070,L070,Synthetic Security L070,0.0138128213,486284.85,529110.31,0.0880666006,0.0012164482,MEDD,HLTH,FR,ETF,EUR,INC,INT,A
PORT_LARGE,Large Demo Portfolio,P023,2025-02,2025-02-01,2025-02-14,SUBPERIOD,1,2,L071,L071,Synthetic Security L071,0.0063242076,222645.78,227628.99,0.0223817855,0.0001415471,BANK,FIN,CH,EQ,CHF,CORE,EXT,B
PORT_LARGE,Large Demo Portfolio,P023,2025-02,2025-02-01,2025-02-14,SUBPERIOD,1,2,L072,L072,Synthetic Security L072,0.0054250589,190990.96,181609.83,-0.0491181980,-0.0002664691,INSR,FIN,US,EQ,USD,VAL,IDX,C
PORT_LARGE,Large Demo Portfolio,P023,2025-02,2025-02-01,2025-02-14,SUBPERIOD,1,2,L073,L073,Synthetic Security L073,0.0157319584,553848.70,574289.61,0.0369070222,0.0005806197,RETL,CONS,CA,EQ,CAD,GRW,INT,A
PORT_LARGE,Large Demo Portfolio,P023,2025-02,2025-02-01,2025-02-14,SUBPERIOD,1,2,L074,L074,Synthetic Security L074,0.0161463925,568438.99,584440.44,0.0281498133,0.0004545179,AUTO,CONS,GB,EQ,GBP,INC,EXT,B
PORT_LARGE,Large Demo Portfolio,P023,2025-02,2025-02-01,2025-02-14,SUBPERIOD,1,2,L075,L075,Synthetic Security L075,0.0050921492,179270.77,186205.07,0.0386806071,0.0001969674,MACH,INDU,JP,FI,JPY,CORE,IDX,C
PORT_LARGE,Large Demo Portfolio,P023,2025-02,2025-02-01,2025-02-14,SUBPERIOD,1,2,L076,L076,Synthetic Security L076,0.0038624109,135977.43,126942.42,-0.0664449423,-0.0002566377,TRAN,INDU,DE,EQ,EUR,VAL,INT,A
PORT_LARGE,Large Demo Portfolio,P023,2025-02,2025-02-01,2025-02-14,SUBPERIOD,1,2,L077,L077,Synthetic Security L077,0.0106032171,373289.70,390037.16,0.0448645246,0.0004757083,OILG,ENER,FR,EQ,EUR,GRW,EXT,B
PORT_LARGE,Large Demo Portfolio,P023,2025-02,2025-02-01,2025-02-14,SUBPERIOD,1,2,L078,L078,Synthetic Security L078,0.0165582174,582937.42,622809.46,0.0683985051,0.0011325573,POWR,UTIL,CH,EQ,CHF,INC,IDX,C
PORT_LARGE,Large Demo Portfolio,P023,2025-02,2025-02-01,2025-02-14,SUBPERIOD,1,2,L079,L079,Synthetic Security L079,0.0121032415,426098.54,419601.94,-0.0152467238,-0.0001845348,SOFT,TECH,US,EQ,USD,CORE,INT,A
PORT_LARGE,Large Demo Portfolio,P023,2025-02,2025-02-01,2025-02-14,SUBPERIOD,1,2,L080,L080,Synthetic Security L080,0.0090119314,317267.97,300488.21,-0.0528882872,-0.0004766256,SEMI,TECH,CA,EQ,CAD,VAL,EXT,B
PORT_LARGE,Large Demo Portfolio,P023,2025-02,2025-02-01,2025-02-14,SUBPERIOD,1,2,L081,L081,Synthetic Security L081,0.0028072045,98828.55,100187.71,0.0137527249,0.0000386067,PHAR,HLTH,GB,EQ,GBP,GRW,IDX,C
PORT_LARGE,Large Demo Portfolio,P023,2025-02,2025-02-01,2025-02-14,SUBPERIOD,1,2,L082,L082,Synthetic Security L082,0.0077539620,272980.75,290440.58,0.0639599465,0.0004959430,MEDD,HLTH,JP,EQ,JPY,INC,INT,A
PORT_LARGE,Large Demo Portfolio,P023,2025-02,2025-02-01,2025-02-14,SUBPERIOD,1,2,L083,L083,Synthetic Security L083,0.0113065451,398050.59,367069.79,-0.0778313151,-0.0008800033,BANK,FIN,DE,EQ,EUR,CORE,EXT,B
PORT_LARGE,Large Demo Portfolio,P023,2025-02,2025-02-01,2025-02-14,SUBPERIOD,1,2,L084,L084,Synthetic Security L084,0.0129966338,457550.71,469489.68,0.0260932142,0.0003391239,INSR,FIN,FR,EQ,EUR,VAL,IDX,C
PORT_LARGE,Large Demo Portfolio,P023,2025-02,2025-02-01,2025-02-14,SUBPERIOD,1,2,L085,L085,Synthetic Security L085,0.0123192494,433703.17,469721.95,0.0830493679,0.0010231059,RETL,CONS,CH,EQ,CHF,GRW,INT,A
PORT_LARGE,Large Demo Portfolio,P023,2025-02,2025-02-01,2025-02-14,SUBPERIOD,1,2,L086,L086,Synthetic Security L086,0.0131271345,462145.03,428098.73,-0.0736701674,-0.0009670782,AUTO,CONS,US,EQ,USD,INC,EXT,B
PORT_LARGE,Large Demo Portfolio,P023,2025-02,2025-02-01,2025-02-14,SUBPERIOD,1,2,L087,L087,Synthetic Security L087,0.0140252275,493762.69,527140.81,0.0675995358,0.0009480989,MACH,INDU,CA,EQ,CAD,CORE,IDX,C
PORT_LARGE,Large Demo Portfolio,P023,2025-02,2025-02-01,2025-02-14,SUBPERIOD,1,2,L088,L088,Synthetic Security L088,0.0094518039,332753.82,313888.02,-0.0566959730,-0.0005358792,TRAN,INDU,GB,EQ,GBP,VAL,INT,A
PORT_LARGE,Large Demo Portfolio,P023,2025-02,2025-02-01,2025-02-14,SUBPERIOD,1,2,L089,L089,Synthetic Security L089,0.0069520951,244750.76,263937.85,0.0783944065,0.0005450054,OILG,ENER,JP,EQ,JPY,GRW,EXT,B
PORT_LARGE,Large Demo Portfolio,P023,2025-02,2025-02-01,2025-02-14,SUBPERIOD,1,2,L090,L090,Synthetic Security L090,0.0074474798,262190.94,253735.26,-0.0322500811,-0.0002401818,POWR,UTIL,DE,EQ,EUR,INC,IDX,C
PORT_LARGE,Large Demo Portfolio,P023,2025-02,2025-02-01,2025-02-14,SUBPERIOD,1,2,L091,L091,Synthetic Security L091,0.0125945858,443396.48,455907.65,0.0282166619,0.0003553772,SOFT,TECH,FR,EQ,EUR,CORE,INT,A
PORT_LARGE,Large Demo Portfolio,P023,2025-02,2025-02-01,2025-02-14,SUBPERIOD,1,2,L092,L092,Synthetic Security L092,0.0085399467,300651.60,298119.61,-0.0084216505,-0.0000719204,SEMI,TECH,CH,EQ,CHF,VAL,EXT,B
PORT_LARGE,Large Demo Portfolio,P023,2025-02,2025-02-01,2025-02-14,SUBPERIOD,1,2,L093,L093,Synthetic Security L093,0.0075815008,266909.20,252368.61,-0.0544776542,-0.0004130224,PHAR,HLTH,US,EQ,USD,GRW,IDX,C
PORT_LARGE,Large Demo Portfolio,P023,2025-02,2025-02-01,2025-02-14,SUBPERIOD,1,2,L094,L094,Synthetic Security L094,0.0075094707,264373.35,278884.45,0.0548886679,0.0004121848,MEDD,HLTH,CA,EQ,CAD,INC,INT,A
PORT_LARGE,Large Demo Portfolio,P023,2025-02,2025-02-01,2025-02-14,SUBPERIOD,1,2,L095,L095,Synthetic Security L095,0.0132380924,466051.34,500034.10,0.0729163443,0.0009652733,BANK,FIN,GB,ETF,GBP,CORE,EXT,B
PORT_LARGE,Large Demo Portfolio,P023,2025-02,2025-02-01,2025-02-14,SUBPERIOD,1,2,L096,L096,Synthetic Security L096,0.0032960257,116037.66,110428.71,-0.0483373200,-0.0001593211,INSR,FIN,JP,EQ,JPY,VAL,IDX,C
PORT_LARGE,Large Demo Portfolio,P023,2025-02,2025-02-01,2025-02-14,SUBPERIOD,1,2,L097,L097,Synthetic Security L097,0.0093806905,330250.25,345140.61,0.0450881043,0.0004229576,RETL,CONS,DE,EQ,EUR,GRW,INT,A
PORT_LARGE,Large Demo Portfolio,P023,2025-02,2025-02-01,2025-02-14,SUBPERIOD,1,2,L098,L098,Synthetic Security L098,0.0079371387,279429.54,282105.56,0.0095767246,0.0000760118,AUTO,CONS,FR,EQ,EUR,INC,EXT,B
PORT_LARGE,Large Demo Portfolio,P023,2025-02,2025-02-01,2025-02-14,SUBPERIOD,1,2,L099,L099,Synthetic Security L099,0.0072743499,256095.85,265090.22,0.0351211018,0.0002554832,MACH,INDU,CH,EQ,CHF,CORE,IDX,C
PORT_LARGE,Large Demo Portfolio,P023,2025-02,2025-02-01,2025-02-14,SUBPERIOD,1,2,L100,L100,Synthetic Security L100,0.0045534696,160306.37,148917.10,-0.0710469173,-0.0003235100,TRAN,INDU,US,EQ,USD,VAL,INT,A
PORT_LARGE,Large Demo Portfolio,P024,2025-02,2025-02-15,2025-02-28,SUBPERIOD,2,2,L001,L001,Synthetic Security L001,0.0085033318,413704.50,410424.95,-0.0079272747,-0.0000674082,RETL,CONS,CH,EQ,CHF,GRW,INT,A
PORT_LARGE,Large Demo Portfolio,P024,2025-02,2025-02-15,2025-02-28,SUBPERIOD,2,2,L002,L002,Synthetic Security L002,0.0054300865,264184.82,248882.17,-0.0579240229,-0.0003145325,AUTO,CONS,US,EQ,USD,INC,EXT,B
