SEC,PRICE_DATE,PRICE,CURRENCY,SOURCE
META,2025-11-12,225.8587,USD,SYNTH
META,2025-11-13,226.7758,USD,SYNTH
META,2025-11-14,221.8387,USD,SYNTH
META,2025-11-17,227.1912,USD,SYNTH
META,2025-11-18,221.9262,USD,SYNTH
META,2025-11-19,220.2402,USD,SYNTH
META,2025-11-20,223.2285,USD,SYNTH
META,2025-11-21,225.0777,USD,SYNTH
META,2025-11-24,231.5994,USD,SYNTH
META,2025-11-25,231.6519,USD,SYNTH
META,2025-11-26,224.6743,USD,SYNTH
META,2025-11-27,223.6285,USD,SYNTH
META,2025-11-28,224.3963,USD,SYNTH
META,2025-12-01,223.0474,USD,SYNTH
META,2025-12-02,228.7851,USD,SYNTH
META,2025-12-03,227.8341,USD,SYNTH
META,2025-12-04,222.0140,USD,SYNTH
META,2025-12-05,223.9460,USD,SYNTH
META,2025-12-08,219.3868,USD,SYNTH
META,2025-12-09,226.1655,USD,SYNTH
META,2025-12-10,227.3328,USD,SYNTH
META,2025-12-11,221.6588,USD,SYNTH
META,2025-12-12,226.0319,USD,SYNTH
META,2025-12-15,235.7392,USD,SYNTH
META,2025-12-16,227.3061,USD,SYNTH
META,2025-12-17,231.0692,USD,SYNTH
META,2025-12-18,233.1517,USD,SYNTH
META,2025-12-19,233.9590,USD,SYNTH
META,2025-12-22,235.4750,USD,SYNTH
META,2025-12-23,237.6305,USD,SYNTH
META,2025-12-24,234.7376,USD,SYNTH
META,2025-12-25,240.7698,USD,SYNTH
META,2025-12-26,234.9934,USD,SYNTH
META,2025-12-29,243.3484,USD,SYNTH
META,2025-12-30,250.1131,USD,SYNTH
META,2025-12-31,244.8481,USD,SYNTH
META,2026-01-01,244.8978,USD,SYNTH
META,2026-01-02,251.2302,USD,SYNTH
META,2026-01-05,249.0852,USD,SYNTH
META,2026-01-06,248.4318,USD,SYNTH
META,2026-01-07,246.7070,USD,SYNTH
META,2026-01-08,251.9654,USD,SYNTH
META,2026-01-09,249.2849,USD,SYNTH
META,2026-01-12,249.3156,USD,SYNTH
META,2026-01-13,251.8147,USD,SYNTH
META,2026-01-14,250.9493,USD,SYNTH
META,2026-01-15,247.1108,USD,SYNTH
META,2026-01-16,241.2178,USD,SYNTH
META,2026-01-19,234.6980,USD,SYNTH
META,2026-01-20,229.7842,USD,SYNTH
META,2026-01-21,222.7368,USD,SYNTH
META,2026-01-22,219.8894,USD,SYNTH
META,2026-01-23,221.1436,USD,SYNTH
META,2026-01-26,221.4252,USD,SYNTH
META,2026-01-27,218.1970,USD,SYNTH
META,2026-01-28,214.2641,USD,SYNTH
META,2026-01-29,210.4972,USD,SYNTH
META,2026-01-30,205.3016,USD,SYNTH
META,2026-02-02,200.7961,USD,SYNTH
META,2026-02-03,203.4383,USD,SYNTH
META,2026-02-04,198.3558,USD,SYNTH
META,2026-02-05,198.4771,USD,SYNTH
META,2026-02-06,196.3286,USD,SYNTH
META,2026-02-09,204.9677,USD,SYNTH
META,2026-02-10,198.3996,USD,SYNTH
META,2026-02-11,199.1494,USD,SYNTH
META,2026-02-12,198.0127,USD,SYNTH
META,2026-02-13,195.3237,USD,SYNTH
META,2026-02-16,196.4905,USD,SYNTH
META,2026-02-17,197.0997,USD,SYNTH
META,2026-02-18,193.3666,USD,SYNTH
META,2026-02-19,194.9083,USD,SYNTH
META,2026-02-20,196.3321,USD,SYNTH
META,2026-02-23,201.0186,USD,SYNTH
META,2026-02-24,198.8719,USD,SYNTH
META,2026-02-25,204.1953,USD,SYNTH
META,2026-02-26,203.5331,USD,SYNTH
META,2026-02-27,196.3549,USD,SYNTH
META,2026-03-02,198.2626,USD,SYNTH
META,2026-03-03,198.0309,USD,SYNTH
META,2026-03-04,194.9451,USD,SYNTH
META,2026-03-05,198.2784,USD,SYNTH
META,2026-03-06,196.6546,USD,SYNTH
META,2026-03-09,200.3132,USD,SYNTH
META,2026-03-10,200.0751,USD,SYNTH
META,2026-03-11,202.8373,USD,SYNTH
META,2026-03-12,205.3789,USD,SYNTH
META,2026-03-13,207.1898,USD,SYNTH
META,2026-03-16,203.4030,USD,SYNTH
META,2026-03-17,206.8313,USD,SYNTH
META,2026-03-18,206.9744,USD,SYNTH
META,2026-03-19,214.4960,USD,SYNTH
META,2026-03-20,216.4084,USD,SYNTH
META,2026-03-23,219.3993,USD,SYNTH
META,2026-03-24,216.4444,USD,SYNTH
META,2026-03-25,214.9270,USD,SYNTH
META,2026-03-26,215.3656,USD,SYNTH
META,2026-03-27,210.8928,USD,SYNTH
META,2026-03-30,206.5136,USD,SYNTH
META,2026-03-31,206.1719,USD,SYNTH
META,2026-04-01,205.9448,USD,SYNTH
META,2026-04-02,206.7557,USD,SYNTH
META,2026-04-03,210.9751,USD,SYNTH
META,2026-04-06,209.5181,USD,SYNTH
META,2026-04-07,212.1488,USD,SYNTH
META,2026-04-08,211.6601,USD,SYNTH
META,2026-04-09,210.9844,USD,SYNTH
META,2026-04-10,212.0240,USD,SYNTH
META,2026-04-13,204.1963,USD,SYNTH
META,2026-04-14,204.5014,USD,SYNTH
META,2026-04-15,202.2133,USD,SYNTH
META,2026-04-16,198.8895,USD,SYNTH
META,2026-04-17,192.1937,USD,SYNTH
META,2026-04-20,190.7192,USD,SYNTH
META,2026-04-21,184.3313,USD,SYNTH
META,2026-04-22,187.2736,USD,SYNTH
META,2026-04-23,186.5231,USD,SYNTH
META,2026-04-24,180.9317,USD,SYNTH
META,2026-04-27,178.7924,USD,SYNTH
META,2026-04-28,181.2757,USD,SYNTH
META,2026-04-29,179.3890,USD,SYNTH
META,2026-04-30,178.5348,USD,SYNTH
META,2026-05-01,177.4019,USD,SYNTH
META,2026-05-04,177.0455,USD,SYNTH
META,2026-05-05,171.6818,USD,SYNTH
META,2026-05-06,171.5928,USD,SYNTH
META,2026-05-07,169.9205,USD,SYNTH
META,2026-05-08,179.0058,USD,SYNTH
META,2026-05-11,178.3732,USD,SYNTH
META,2026-05-12,176.9638,USD,SYNTH
META,2026-05-13,180.1656,USD,SYNTH
META,2026-05-14,179.7136,USD,SYNTH
META,2026-05-15,180.5871,USD,SYNTH
META,2026-05-18,177.7999,USD,SYNTH
META,2026-05-19,182.8305,USD,SYNTH
META,2026-05-20,180.8197,USD,SYNTH
META,2026-05-21,182.0957,USD,SYNTH
META,2026-05-22,185.8618,USD,SYNTH
JPM,2025-05-01,358.2407,USD,SYNTH
JPM,2025-05-02,358.3472,USD,SYNTH
JPM,2025-05-05,362.2379,USD,SYNTH
JPM,2025-05-06,366.7978,USD,SYNTH
JPM,2025-05-07,359.7106,USD,SYNTH
JPM,2025-05-08,360.9936,USD,SYNTH
JPM,2025-05-09,354.9590,USD,SYNTH
JPM,2025-05-12,350.3031,USD,SYNTH
JPM,2025-05-13,346.3198,USD,SYNTH
JPM,2025-05-14,354.0038,USD,SYNTH
JPM,2025-05-15,364.2835,USD,SYNTH
JPM,2025-05-16,381.4770,USD,SYNTH
JPM,2025-05-19,381.2032,USD,SYNTH
JPM,2025-05-20,375.5441,USD,SYNTH
JPM,2025-05-21,369.1033,USD,SYNTH
JPM,2025-05-22,379.8939,USD,SYNTH
JPM,2025-05-23,369.4883,USD,SYNTH
JPM,2025-05-26,367.4910,USD,SYNTH
JPM,2025-05-27,363.8569,USD,SYNTH
JPM,2025-05-28,375.4275,USD,SYNTH
JPM,2025-05-29,368.6922,USD,SYNTH
JPM,2025-05-30,376.1140,USD,SYNTH
JPM,2025-06-02,385.1183,USD,SYNTH
JPM,2025-06-03,384.0777,USD,SYNTH
JPM,2025-06-04,387.4111,USD,SYNTH
JPM,2025-06-05,376.7973,USD,SYNTH
JPM,2025-06-06,376.3121,USD,SYNTH
JPM,2025-06-09,374.9684,USD,SYNTH
JPM,2025-06-10,357.6702,USD,SYNTH
JPM,2025-06-11,360.4517,USD,SYNTH
JPM,2025-06-12,362.8642,USD,SYNTH
JPM,2025-06-13,351.9127,USD,SYNTH
JPM,2025-06-16,343.0723,USD,SYNTH
JPM,2025-06-17,338.5482,USD,SYNTH
JPM,2025-06-18,335.4250,USD,SYNTH
JPM,2025-06-19,333.6759,USD,SYNTH
JPM,2025-06-20,328.0213,USD,SYNTH
JPM,2025-06-23,322.1689,USD,SYNTH
JPM,2025-06-24,324.0431,USD,SYNTH
JPM,2025-06-25,321.3683,USD,SYNTH
JPM,2025-06-26,320.8469,USD,SYNTH
JPM,2025-06-27,319.6167,USD,SYNTH
JPM,2025-06-30,322.3429,USD,SYNTH
JPM,2025-07-01,321.5445,USD,SYNTH
JPM,2025-07-02,326.6273,USD,SYNTH
JPM,2025-07-03,327.3309,USD,SYNTH
JPM,2025-07-04,332.6672,USD,SYNTH
JPM,2025-07-07,340.2346,USD,SYNTH
JPM,2025-07-08,331.3924,USD,SYNTH
JPM,2025-07-09,336.9916,USD,SYNTH
JPM,2025-07-10,347.9070,USD,SYNTH
JPM,2025-07-11,341.9211,USD,SYNTH
JPM,2025-07-14,341.8275,USD,SYNTH
JPM,2025-07-15,339.7322,USD,SYNTH
JPM,2025-07-16,342.5299,USD,SYNTH
JPM,2025-07-17,345.8387,USD,SYNTH
JPM,2025-07-18,341.7760,USD,SYNTH
JPM,2025-07-21,349.9533,USD,SYNTH
JPM,2025-07-22,344.6620,USD,SYNTH
JPM,2025-07-23,343.9072,USD,SYNTH
JPM,2025-07-24,350.3468,USD,SYNTH
JPM,2025-07-25,362.7707,USD,SYNTH
JPM,2025-07-28,359.5320,USD,SYNTH
JPM,2025-07-29,364.7025,USD,SYNTH
JPM,2025-07-30,366.2564,USD,SYNTH
JPM,2025-07-31,355.9339,USD,SYNTH
JPM,2025-08-01,349.9209,USD,SYNTH
JPM,2025-08-04,342.4376,USD,SYNTH
JPM,2025-08-05,339.4379,USD,SYNTH
JPM,2025-08-06,336.9932,USD,SYNTH
JPM,2025-08-07,337.2639,USD,SYNTH
JPM,2025-08-08,345.1216,USD,SYNTH
JPM,2025-08-11,347.8496,USD,SYNTH
JPM,2025-08-12,364.5656,USD,SYNTH
JPM,2025-08-13,363.0776,USD,SYNTH
JPM,2025-08-14,368.3446,USD,SYNTH
JPM,2025-08-15,371.2027,USD,SYNTH
JPM,2025-08-18,381.3804,USD,SYNTH
JPM,2025-08-19,378.8950,USD,SYNTH
JPM,2025-08-20,384.7734,USD,SYNTH
JPM,2025-08-21,396.1717,USD,SYNTH
JPM,2025-08-22,391.1503,USD,SYNTH
JPM,2025-08-25,390.7405,USD,SYNTH
JPM,2025-08-26,394.4047,USD,SYNTH
JPM,2025-08-27,391.4364,USD,SYNTH
JPM,2025-08-28,385.3870,USD,SYNTH
JPM,2025-08-29,398.2162,USD,SYNTH
JPM,2025-09-01,396.6896,USD,SYNTH
JPM,2025-09-02,409.1907,USD,SYNTH
JPM,2025-09-03,405.5687,USD,SYNTH
JPM,2025-09-04,404.1786,USD,SYNTH
JPM,2025-09-05,410.0992,USD,SYNTH
JPM,2025-09-08,408.7014,USD,SYNTH
JPM,2025-09-09,402.2114,USD,SYNTH
JPM,2025-09-10,397.1201,USD,SYNTH
JPM,2025-09-11,399.1883,USD,SYNTH
JPM,2025-09-12,394.5218,USD,SYNTH
JPM,2025-09-15,395.2655,USD,SYNTH
JPM,2025-09-16,379.3240,USD,SYNTH
JPM,2025-09-17,375.6270,USD,SYNTH
JPM,2025-09-18,374.5206,USD,SYNTH
JPM,2025-09-19,371.1770,USD,SYNTH
JPM,2025-09-22,364.6501,USD,SYNTH
JPM,2025-09-23,358.9604,USD,SYNTH
JPM,2025-09-24,359.5237,USD,SYNTH
JPM,2025-09-25,369.2550,USD,SYNTH
JPM,2025-09-26,360.0710,USD,SYNTH
JPM,2025-09-29,358.3885,USD,SYNTH
JPM,2025-09-30,364.7990,USD,SYNTH
JPM,2025-10-01,367.1046,USD,SYNTH
JPM,2025-10-02,366.5952,USD,SYNTH
JPM,2025-10-03,363.7310,USD,SYNTH
JPM,2025-10-06,363.9270,USD,SYNTH
JPM,2025-10-07,363.3741,USD,SYNTH
JPM,2025-10-08,349.1821,USD,SYNTH
JPM,2025-10-09,344.7879,USD,SYNTH
JPM,2025-10-10,332.7918,USD,SYNTH
JPM,2025-10-13,340.6254,USD,SYNTH
JPM,2025-10-14,345.7715,USD,SYNTH
JPM,2025-10-15,340.9694,USD,SYNTH
JPM,2025-10-16,346.0115,USD,SYNTH
JPM,2025-10-17,361.3660,USD,SYNTH
JPM,2025-10-20,357.4216,USD,SYNTH
JPM,2025-10-21,365.8878,USD,SYNTH
JPM,2025-10-22,368.3850,USD,SYNTH
JPM,2025-10-23,366.9260,USD,SYNTH
JPM,2025-10-24,359.7319,USD,SYNTH
JPM,2025-10-27,356.2401,USD,SYNTH
JPM,2025-10-28,353.8147,USD,SYNTH
JPM,2025-10-29,339.1724,USD,SYNTH
JPM,2025-10-30,342.5127,USD,SYNTH
JPM,2025-10-31,340.6319,USD,SYNTH
JPM,2025-11-03,343.5499,USD,SYNTH
JPM,2025-11-04,341.0605,USD,SYNTH
JPM,2025-11-05,359.5695,USD,SYNTH
JPM,2025-11-06,348.9510,USD,SYNTH
JPM,2025-11-07,343.1950,USD,SYNTH
JPM,2025-11-10,347.6544,USD,SYNTH
JPM,2025-11-11,362.5175,USD,SYNTH
JPM,2025-11-12,356.1504,USD,SYNTH
JPM,2025-11-13,367.9838,USD,SYNTH
JPM,2025-11-14,362.0200,USD,SYNTH
JPM,2025-11-17,370.5567,USD,SYNTH
JPM,2025-11-18,371.1707,USD,SYNTH
JPM,2025-11-19,386.1809,USD,SYNTH
JPM,2025-11-20,398.6838,USD,SYNTH
JPM,2025-11-21,394.1551,USD,SYNTH
JPM,2025-11-24,415.1016,USD,SYNTH
JPM,2025-11-25,406.8266,USD,SYNTH
JPM,2025-11-26,404.6520,USD,SYNTH
JPM,2025-11-27,417.9417,USD,SYNTH
JPM,2025-11-28,412.5393,USD,SYNTH
JPM,2025-12-01,407.9006,USD,SYNTH
JPM,2025-12-02,408.9821,USD,SYNTH
JPM,2025-12-03,412.4359,USD,SYNTH
JPM,2025-12-04,415.4340,USD,SYNTH
JPM,2025-12-05,409.9824,USD,SYNTH
JPM,2025-12-08,411.5584,USD,SYNTH
JPM,2025-12-09,416.4040,USD,SYNTH
JPM,2025-12-10,427.8017,USD,SYNTH
JPM,2025-12-11,430.4570,USD,SYNTH
JPM,2025-12-12,420.8778,USD,SYNTH
JPM,2025-12-15,421.2193,USD,SYNTH
JPM,2025-12-16,416.6404,USD,SYNTH
JPM,2025-12-17,426.6575,USD,SYNTH
JPM,2025-12-18,413.9185,USD,SYNTH
JPM,2025-12-19,418.2130,USD,SYNTH
JPM,2025-12-22,410.3184,USD,SYNTH
JPM,2025-12-23,419.8365,USD,SYNTH
JPM,2025-12-24,425.7902,USD,SYNTH
JPM,2025-12-25,427.5989,USD,SYNTH
JPM,2025-12-26,431.6136,USD,SYNTH
JPM,2025-12-29,429.1259,USD,SYNTH
JPM,2025-12-30,434.4745,USD,SYNTH
JPM,2025-12-31,434.2167,USD,SYNTH
JPM,2026-01-01,440.0620,USD,SYNTH
JPM,2026-01-02,440.6580,USD,SYNTH
JPM,2026-01-05,421.1098,USD,SYNTH
JPM,2026-01-06,417.3426,USD,SYNTH
JPM,2026-01-07,428.8675,USD,SYNTH
JPM,2026-01-08,440.2092,USD,SYNTH
JPM,2026-01-09,441.1697,USD,SYNTH
JPM,2026-01-12,440.3012,USD,SYNTH
JPM,2026-01-13,437.7763,USD,SYNTH
JPM,2026-01-14,442.8764,USD,SYNTH
JPM,2026-01-15,447.6252,USD,SYNTH
JPM,2026-01-16,439.8707,USD,SYNTH
JPM,2026-01-19,445.2414,USD,SYNTH
JPM,2026-01-20,455.2558,USD,SYNTH
JPM,2026-01-21,447.5677,USD,SYNTH
JPM,2026-01-22,446.1967,USD,SYNTH
JPM,2026-01-23,450.0537,USD,SYNTH
JPM,2026-01-26,456.0437,USD,SYNTH
JPM,2026-01-27,452.7285,USD,SYNTH
JPM,2026-01-28,448.5560,USD,SYNTH
JPM,2026-01-29,444.9452,USD,SYNTH
JPM,2026-01-30,448.1640,USD,SYNTH
JPM,2026-02-02,451.7601,USD,SYNTH
JPM,2026-02-03,451.7378,USD,SYNTH
JPM,2026-02-04,440.7804,USD,SYNTH
JPM,2026-02-05,432.2646,USD,SYNTH
JPM,2026-02-06,437.3493,USD,SYNTH
JPM,2026-02-09,427.8677,USD,SYNTH
JPM,2026-02-10,429.7394,USD,SYNTH
JPM,2026-02-11,427.0774,USD,SYNTH
JPM,2026-02-12,422.5760,USD,SYNTH
JPM,2026-02-13,422.9058,USD,SYNTH
JPM,2026-02-16,435.7936,USD,SYNTH
JPM,2026-02-17,438.1899,USD,SYNTH
JPM,2026-02-18,435.9893,USD,SYNTH
JPM,2026-02-19,424.5574,USD,SYNTH
JPM,2026-02-20,428.5993,USD,SYNTH
JPM,2026-02-23,437.4973,USD,SYNTH
JPM,2026-02-24,442.4116,USD,SYNTH
JPM,2026-02-25,451.8293,USD,SYNTH
JPM,2026-02-26,455.8410,USD,SYNTH
JPM,2026-02-27,445.2842,USD,SYNTH
JPM,2026-03-02,445.0575,USD,SYNTH
JPM,2026-03-03,449.3958,USD,SYNTH
JPM,2026-03-04,455.3629,USD,SYNTH
JPM,2026-03-05,451.4580,USD,SYNTH
JPM,2026-03-06,451.0785,USD,SYNTH
JPM,2026-03-09,454.1845,USD,SYNTH
JPM,2026-03-10,464.7140,USD,SYNTH
JPM,2026-03-11,473.2621,USD,SYNTH
JPM,2026-03-12,478.9099,USD,SYNTH
JPM,2026-03-13,482.4691,USD,SYNTH
JPM,2026-03-16,473.7099,USD,SYNTH
JPM,2026-03-17,464.4643,USD,SYNTH
JPM,2026-03-18,463.8357,USD,SYNTH
JPM,2026-03-19,472.6711,USD,SYNTH
JPM,2026-03-20,476.1766,USD,SYNTH
JPM,2026-03-23,481.1287,USD,SYNTH
JPM,2026-03-24,468.2691,USD,SYNTH
JPM,2026-03-25,456.0895,USD,SYNTH
JPM,2026-03-26,465.4202,USD,SYNTH
JPM,2026-03-27,465.2696,USD,SYNTH
JPM,2026-03-30,454.4073,USD,SYNTH
JPM,2026-03-31,461.7591,USD,SYNTH
JPM,2026-04-01,464.0424,USD,SYNTH
JPM,2026-04-02,488.8345,USD,SYNTH
JPM,2026-04-03,499.9799,USD,SYNTH
JPM,2026-04-06,503.2500,USD,SYNTH
JPM,2026-04-07,502.0322,USD,SYNTH
JPM,2026-04-08,504.2819,USD,SYNTH
JPM,2026-04-09,503.5014,USD,SYNTH
JPM,2026-04-10,490.6126,USD,SYNTH
JPM,2026-04-13,498.9508,USD,SYNTH
JPM,2026-04-14,501.5690,USD,SYNTH
JPM,2026-04-15,476.8493,USD,SYNTH
JPM,2026-04-16,471.5375,USD,SYNTH
JPM,2026-04-17,464.6449,USD,SYNTH
JPM,2026-04-20,472.9880,USD,SYNTH
JPM,2026-04-21,472.7549,USD,SYNTH
JPM,2026-04-22,485.5539,USD,SYNTH
JPM,2026-04-23,471.7897,USD,SYNTH
JPM,2026-04-24,462.7955,USD,SYNTH
JPM,2026-04-27,471.8235,USD,SYNTH
JPM,2026-04-28,466.4004,USD,SYNTH
JPM,2026-04-29,457.6529,USD,SYNTH
JPM,2026-04-30,453.4516,USD,SYNTH
JPM,2026-05-01,447.3859,USD,SYNTH
JPM,2026-05-04,451.8632,USD,SYNTH
JPM,2026-05-05,461.0935,USD,SYNTH
JPM,2026-05-06,448.0609,USD,SYNTH
JPM,2026-05-07,445.8501,USD,SYNTH
JPM,2026-05-08,446.0982,USD,SYNTH
JPM,2026-05-11,446.8920,USD,SYNTH
JPM,2026-05-12,453.7289,USD,SYNTH
JPM,2026-05-13,454.8438,USD,SYNTH
JPM,2026-05-14,450.2333,USD,SYNTH
JPM,2026-05-15,441.3573,USD,SYNTH
JPM,2026-05-18,426.9935,USD,SYNTH
JPM,2026-05-19,424.2692,USD,SYNTH
JPM,2026-05-20,424.5066,USD,SYNTH
JPM,2026-05-21,431.6769,USD,SYNTH
JPM,2026-05-22,428.8711,USD,SYNTH
JNJ,2025-05-01,64.7863,USD,SYNTH
JNJ,2025-05-02,64.7165,USD,SYNTH
JNJ,2025-05-05,64.1729,USD,SYNTH
JNJ,2025-05-06,64.6318,USD,SYNTH
JNJ,2025-05-07,63.5220,USD,SYNTH
JNJ,2025-05-08,63.7800,USD,SYNTH
JNJ,2025-05-09,61.4294,USD,SYNTH
JNJ,2025-05-12,62.1954,USD,SYNTH
JNJ,2025-05-13,62.2887,USD,SYNTH
JNJ,2025-05-14,62.5435,USD,SYNTH
JNJ,2025-05-15,62.7366,USD,SYNTH
JNJ,2025-05-16,61.3170,USD,SYNTH
JNJ,2025-05-19,60.3436,USD,SYNTH
JNJ,2025-05-20,62.0631,USD,SYNTH
JNJ,2025-05-21,62.6343,USD,SYNTH
JNJ,2025-05-22,61.9797,USD,SYNTH
JNJ,2025-05-23,62.4680,USD,SYNTH
JNJ,2025-05-26,62.9452,USD,SYNTH
JNJ,2025-05-27,65.1786,USD,SYNTH
JNJ,2025-05-28,66.5008,USD,SYNTH
JNJ,2025-05-29,67.0129,USD,SYNTH
JNJ,2025-05-30,66.4912,USD,SYNTH
JNJ,2025-06-02,68.6459,USD,SYNTH
JNJ,2025-06-03,68.5411,USD,SYNTH
JNJ,2025-06-04,67.4876,USD,SYNTH
JNJ,2025-06-05,66.0256,USD,SYNTH
JNJ,2025-06-06,65.0204,USD,SYNTH
JNJ,2025-06-09,64.6138,USD,SYNTH
JNJ,2025-06-10,65.5234,USD,SYNTH
JNJ,2025-06-11,66.6201,USD,SYNTH
JNJ,2025-06-12,68.0204,USD,SYNTH
JNJ,2025-06-13,68.2281,USD,SYNTH
JNJ,2025-06-16,69.2697,USD,SYNTH
JNJ,2025-06-17,72.1076,USD,SYNTH
JNJ,2025-06-18,73.3107,USD,SYNTH
JNJ,2025-06-19,75.4478,USD,SYNTH
JNJ,2025-06-20,73.4189,USD,SYNTH
JNJ,2025-06-23,72.4606,USD,SYNTH
JNJ,2025-06-24,71.5027,USD,SYNTH
JNJ,2025-06-25,68.0787,USD,SYNTH
JNJ,2025-06-26,68.1894,USD,SYNTH
JNJ,2025-06-27,69.9190,USD,SYNTH
JNJ,2025-06-30,69.2662,USD,SYNTH
JNJ,2025-07-01,69.5307,USD,SYNTH
JNJ,2025-07-02,68.4826,USD,SYNTH
JNJ,2025-07-03,67.8970,USD,SYNTH
JNJ,2025-07-04,68.2661,USD,SYNTH
JNJ,2025-07-07,66.8172,USD,SYNTH
JNJ,2025-07-08,68.2493,USD,SYNTH
JNJ,2025-07-09,65.9126,USD,SYNTH
JNJ,2025-07-10,66.3147,USD,SYNTH
JNJ,2025-07-11,65.7479,USD,SYNTH
JNJ,2025-07-14,67.5300,USD,SYNTH
JNJ,2025-07-15,68.4763,USD,SYNTH
JNJ,2025-07-16,65.9279,USD,SYNTH
JNJ,2025-07-17,63.0731,USD,SYNTH
JNJ,2025-07-18,61.9551,USD,SYNTH
JNJ,2025-07-21,61.4136,USD,SYNTH
JNJ,2025-07-22,61.2231,USD,SYNTH
JNJ,2025-07-23,61.2748,USD,SYNTH
JNJ,2025-07-24,62.0361,USD,SYNTH
JNJ,2025-07-25,60.5294,USD,SYNTH
JNJ,2025-07-28,58.5858,USD,SYNTH
JNJ,2025-07-29,58.8696,USD,SYNTH
JNJ,2025-07-30,58.5048,USD,SYNTH
JNJ,2025-07-31,58.4135,USD,SYNTH
JNJ,2025-08-01,57.7562,USD,SYNTH
JNJ,2025-08-04,57.5934,USD,SYNTH
JNJ,2025-08-05,59.1517,USD,SYNTH
JNJ,2025-08-06,57.4411,USD,SYNTH
JNJ,2025-08-07,56.1912,USD,SYNTH
JNJ,2025-08-08,56.8570,USD,SYNTH
JNJ,2025-08-11,58.4782,USD,SYNTH
JNJ,2025-08-12,58.2793,USD,SYNTH
JNJ,2025-08-13,56.9721,USD,SYNTH
JNJ,2025-08-14,54.9371,USD,SYNTH
JNJ,2025-08-15,55.2112,USD,SYNTH
JNJ,2025-08-18,53.9862,USD,SYNTH
JNJ,2025-08-19,56.1165,USD,SYNTH
JNJ,2025-08-20,58.4986,USD,SYNTH
JNJ,2025-08-21,58.7544,USD,SYNTH
JNJ,2025-08-22,59.2854,USD,SYNTH
JNJ,2025-08-25,59.1774,USD,SYNTH
JNJ,2025-08-26,60.4114,USD,SYNTH
JNJ,2025-08-27,60.4262,USD,SYNTH
JNJ,2025-08-28,60.5132,USD,SYNTH
JNJ,2025-08-29,62.0132,USD,SYNTH
JNJ,2025-09-01,62.7307,USD,SYNTH
JNJ,2025-09-02,65.1558,USD,SYNTH
JNJ,2025-09-03,63.2556,USD,SYNTH
JNJ,2025-09-04,62.6420,USD,SYNTH
JNJ,2025-09-05,61.6416,USD,SYNTH
JNJ,2025-09-08,62.5941,USD,SYNTH
JNJ,2025-09-09,62.0568,USD,SYNTH
JNJ,2025-09-10,62.7482,USD,SYNTH
JNJ,2025-09-11,61.4467,USD,SYNTH
JNJ,2025-09-12,61.3608,USD,SYNTH
JNJ,2025-09-15,63.9162,USD,SYNTH
JNJ,2025-09-16,65.8203,USD,SYNTH
JNJ,2025-09-17,63.6144,USD,SYNTH
JNJ,2025-09-18,64.0510,USD,SYNTH
JNJ,2025-09-19,65.0229,USD,SYNTH
JNJ,2025-09-22,64.4649,USD,SYNTH
JNJ,2025-09-23,63.2051,USD,SYNTH
JNJ,2025-09-24,63.9772,USD,SYNTH
JNJ,2025-09-25,64.1125,USD,SYNTH
JNJ,2025-09-26,64.7694,USD,SYNTH
JNJ,2025-09-29,64.6045,USD,SYNTH
JNJ,2025-09-30,67.3348,USD,SYNTH
JNJ,2025-10-01,66.2474,USD,SYNTH
JNJ,2025-10-02,65.6758,USD,SYNTH
JNJ,2025-10-03,66.3042,USD,SYNTH
JNJ,2025-10-06,67.1974,USD,SYNTH
JNJ,2025-10-07,65.5499,USD,SYNTH
JNJ,2025-10-08,67.1003,USD,SYNTH
JNJ,2025-10-09,65.3593,USD,SYNTH
JNJ,2025-10-10,65.3864,USD,SYNTH
JNJ,2025-10-13,65.0447,USD,SYNTH
JNJ,2025-10-14,64.2357,USD,SYNTH
JNJ,2025-10-15,65.5653,USD,SYNTH
JNJ,2025-10-16,62.8150,USD,SYNTH
JNJ,2025-10-17,62.0076,USD,SYNTH
JNJ,2025-10-20,61.0186,USD,SYNTH
JNJ,2025-10-21,61.9978,USD,SYNTH
JNJ,2025-10-22,63.7467,USD,SYNTH
JNJ,2025-10-23,64.6556,USD,SYNTH
JNJ,2025-10-24,66.2988,USD,SYNTH
JNJ,2025-10-27,63.6640,USD,SYNTH
JNJ,2025-10-28,63.8705,USD,SYNTH
JNJ,2025-10-29,62.2997,USD,SYNTH
JNJ,2025-10-30,61.8979,USD,SYNTH
JNJ,2025-10-31,62.1891,USD,SYNTH
JNJ,2025-11-03,62.3136,USD,SYNTH
JNJ,2025-11-04,63.8754,USD,SYNTH
JNJ,2025-11-05,61.6196,USD,SYNTH
JNJ,2025-11-06,60.7112,USD,SYNTH
JNJ,2025-11-07,59.1114,USD,SYNTH
JNJ,2025-11-10,57.3854,USD,SYNTH
JNJ,2025-11-11,58.4415,USD,SYNTH
JNJ,2025-11-12,58.6510,USD,SYNTH
JNJ,2025-11-13,60.3119,USD,SYNTH
JNJ,2025-11-14,61.6167,USD,SYNTH
JNJ,2025-11-17,61.7107,USD,SYNTH
JNJ,2025-11-18,60.6522,USD,SYNTH
JNJ,2025-11-19,61.7532,USD,SYNTH
JNJ,2025-11-20,61.0029,USD,SYNTH
JNJ,2025-11-21,59.7042,USD,SYNTH
JNJ,2025-11-24,58.4858,USD,SYNTH
