PORT,SEC,HOLDING_DATE,CURRENCY,BASE_CURRENCY,QTY,PRICE,MKT_VAL,BASE_MKT_VAL,ACCRUED
INCOME,JPM,2026-04-30,USD,USD,271.7019,106.0,28800.4,28800.4,0.0
INCOME,36225MBS1,2026-04-30,USD,USD,164.5244,97.25,16000.0,16000.0,1.92
INCOME,META,2026-04-30,USD,USD,246.6604,170.0,41932.28,41932.28,0.0
INCOME,MSFT,2026-04-30,USD,USD,774.3921,114.0,88280.7,88280.7,0.0
INCOME,NVDA,2026-04-30,USD,USD,915.7748,172.0,157513.27,157513.27,0.0
INCOME,912797AA1,2026-04-30,USD,USD,805.234,99.35,80000.0,80000.0,0.0
INCOME,91282Y2Y1,2026-04-30,USD,USD,479.2811,100.15,48000.0,48000.0,3.12
INCOME,91282Y5Y1,2026-04-30,USD,USD,485.83,98.8,48000.0,48000.0,4.56
INCOME,AAPL,2026-05-08,USD,USD,818.3984,162.61,117254.24,117254.24,0.0
INCOME,AMZN,2026-05-08,USD,USD,630.6996,110.0,69376.96,69376.96,0.0
INCOME,AVGO,2026-05-08,USD,USD,542.1998,101.0,54762.18,54762.18,0.0
INCOME,CASHUSD,2026-05-08,USD,USD,124095.05,1.0,124095.05,124095.05,0.0
INCOME,CVNA,2026-05-08,USD,USD,23.8497,58.0,1383.28,1383.28,0.0
INCOME,GOOG,2026-05-08,USD,USD,490.2993,100.0,49029.93,49029.93,0.0
INCOME,GOOGL,2026-05-08,USD,USD,605.5333,101.0,61158.86,61158.86,0.0
INCOME,JPM,2026-05-08,USD,USD,271.7019,106.0,28800.4,28800.4,0.0
INCOME,36225MBS1,2026-05-08,USD,USD,164.5244,97.25,16000.0,16000.0,1.92
INCOME,META,2026-05-08,USD,USD,246.6604,170.0,41932.28,41932.28,0.0
INCOME,MSFT,2026-05-08,USD,USD,774.3921,114.0,88280.7,88280.7,0.0
INCOME,NVDA,2026-05-08,USD,USD,915.7748,172.0,157513.27,157513.27,0.0
INCOME,912797AA1,2026-05-08,USD,USD,805.234,99.35,80000.0,80000.0,0.0
INCOME,91282Y2Y1,2026-05-08,USD,USD,479.2811,100.15,48000.0,48000.0,3.12
INCOME,91282Y5Y1,2026-05-08,USD,USD,485.83,98.8,48000.0,48000.0,4.56
INCOME,AAPL,2026-05-14,USD,USD,818.3984,161.0,116144.96,116144.96,0.0
INCOME,AMZN,2026-05-14,USD,USD,630.6996,110.0,69376.96,69376.96,0.0
INCOME,AVGO,2026-05-14,USD,USD,542.1998,101.0,54762.18,54762.18,0.0
INCOME,CASHUSD,2026-05-14,USD,USD,124316.02,1.0,124316.02,124316.02,0.0
INCOME,CVNA,2026-05-14,USD,USD,23.8497,58.0,1383.28,1383.28,0.0
INCOME,GOOG,2026-05-14,USD,USD,490.2993,100.0,49029.93,49029.93,0.0
INCOME,GOOGL,2026-05-14,USD,USD,605.5333,101.0,61158.86,61158.86,0.0
INCOME,JPM,2026-05-14,USD,USD,271.7019,106.0,28800.4,28800.4,0.0
INCOME,36225MBS1,2026-05-14,USD,USD,164.5244,97.25,16000.0,16000.0,1.92
INCOME,META,2026-05-14,USD,USD,246.6604,170.0,41932.28,41932.28,0.0
INCOME,MSFT,2026-05-14,USD,USD,774.3921,114.0,88280.7,88280.7,0.0
INCOME,NVDA,2026-05-14,USD,USD,915.7748,172.0,157513.27,157513.27,0.0
INCOME,912797AA1,2026-05-14,USD,USD,805.234,99.35,80000.0,80000.0,0.0
INCOME,91282Y2Y1,2026-05-14,USD,USD,479.2811,100.15,48000.0,48000.0,3.12
INCOME,91282Y5Y1,2026-05-14,USD,USD,485.83,98.8,48000.0,48000.0,4.56
INCOME,AAPL,2026-05-15,USD,USD,818.3984,161.0,116144.96,116144.96,0.0
INCOME,AMZN,2026-05-15,USD,USD,630.6996,110.0,69376.96,69376.96,0.0
INCOME,AVGO,2026-05-15,USD,USD,542.1998,101.0,54762.18,54762.18,0.0
INCOME,CASHUSD,2026-05-15,USD,USD,125596.02,1.0,125596.02,125596.02,0.0
INCOME,CVNA,2026-05-15,USD,USD,23.8497,58.0,1383.28,1383.28,0.0
INCOME,GOOG,2026-05-15,USD,USD,490.2993,100.0,49029.93,49029.93,0.0
INCOME,GOOGL,2026-05-15,USD,USD,605.5333,101.0,61158.86,61158.86,0.0
INCOME,JPM,2026-05-15,USD,USD,271.7019,106.0,28800.4,28800.4,0.0
INCOME,36225MBS1,2026-05-15,USD,USD,164.5244,97.25,16000.0,16000.0,1.92
INCOME,META,2026-05-15,USD,USD,246.6604,170.0,41932.28,41932.28,0.0
INCOME,MSFT,2026-05-15,USD,USD,774.3921,114.0,88280.7,88280.7,0.0
INCOME,NVDA,2026-05-15,USD,USD,915.7748,172.0,157513.27,157513.27,0.0
INCOME,912797AA1,2026-05-15,USD,USD,805.234,99.35,80000.0,80000.0,0.0
INCOME,91282Y2Y1,2026-05-15,USD,USD,480.5592,100.15,48128.0,48128.0,53.12
INCOME,91282Y5Y1,2026-05-15,USD,USD,485.83,98.8,48000.0,48000.0,4.56
INCOME,AAPL,2026-05-22,USD,USD,818.3984,161.0,116144.96,116144.96,0.0
INCOME,AMZN,2026-05-22,USD,USD,630.6996,110.0,69376.96,69376.96,0.0
INCOME,AVGO,2026-05-22,USD,USD,542.1998,101.0,54762.18,54762.18,0.0
INCOME,CASHUSD,2026-05-22,USD,USD,125916.02,1.0,125916.02,125916.02,0.0
INCOME,CVNA,2026-05-22,USD,USD,23.8497,58.0,1383.28,1383.28,0.0
INCOME,GOOG,2026-05-22,USD,USD,490.2993,100.0,49029.93,49029.93,0.0
INCOME,GOOGL,2026-05-22,USD,USD,605.5333,101.0,61158.86,61158.86,0.0
INCOME,JPM,2026-05-22,USD,USD,271.7019,106.0,28800.4,28800.4,0.0
INCOME,36225MBS1,2026-05-22,USD,USD,164.5244,97.25,15680.0,15680.0,1.92
INCOME,META,2026-05-22,USD,USD,246.6604,170.0,41932.28,41932.28,0.0
INCOME,MSFT,2026-05-22,USD,USD,774.3921,114.0,88280.7,88280.7,0.0
INCOME,NVDA,2026-05-22,USD,USD,915.7748,172.0,157513.27,157513.27,0.0
INCOME,912797AA1,2026-05-22,USD,USD,805.234,99.35,80000.0,80000.0,0.0
INCOME,91282Y2Y1,2026-05-22,USD,USD,479.2811,100.15,48000.0,48000.0,3.12
INCOME,91282Y5Y1,2026-05-22,USD,USD,485.83,98.8,48000.0,48000.0,4.56
INCOME,AAPL,2026-05-29,USD,USD,818.3984,161.0,116144.96,116144.96,0.0
INCOME,AMZN,2026-05-29,USD,USD,630.6996,110.0,69376.96,69376.96,0.0
INCOME,AVGO,2026-05-29,USD,USD,542.1998,101.0,54762.18,54762.18,0.0
INCOME,CASHUSD,2026-05-29,USD,USD,125916.02,1.0,125916.02,125916.02,0.0
INCOME,CVNA,2026-05-29,USD,USD,23.8497,58.0,1383.28,1383.28,0.0
INCOME,GOOG,2026-05-29,USD,USD,490.2993,100.0,49029.93,49029.93,0.0
INCOME,GOOGL,2026-05-29,USD,USD,605.5333,101.0,61158.86,61158.86,0.0
INCOME,JPM,2026-05-29,USD,USD,271.7019,106.0,28800.4,28800.4,0.0
INCOME,36225MBS1,2026-05-29,USD,USD,164.5244,97.25,15680.0,15680.0,1.92
INCOME,META,2026-05-29,USD,USD,246.6604,170.0,41932.28,41932.28,0.0
INCOME,MSFT,2026-05-29,USD,USD,774.3921,114.0,88280.7,88280.7,0.0
INCOME,NVDA,2026-05-29,USD,USD,915.7748,172.0,157513.27,157513.27,0.0
INCOME,912797AA1,2026-05-29,USD,USD,805.234,99.35,80000.0,80000.0,0.0
INCOME,91282Y2Y1,2026-05-29,USD,USD,479.2811,100.15,48000.0,48000.0,3.12
INCOME,91282Y5Y1,2026-05-29,USD,USD,485.83,98.8,48000.0,48000.0,4.56
BALANCED,SAP.DE,2025-12-31,EUR,USD,200.0,100.0,20000.0,21600.0,0.0
BALANCED,CASHEUR,2025-12-31,EUR,USD,5000.0,1.0,5000.0,5400.0,0.0
BALANCED,SHEL.L,2025-12-31,GBP,USD,480.0,25.0,12000.0,15120.0,0.0
BALANCED,CASHGBP,2025-12-31,GBP,USD,4000.0,1.0,4000.0,5040.0,0.0
BALANCED,SAP.DE,2026-01-30,EUR,USD,200.0,100.0,20000.0,21640.0,0.0
BALANCED,CASHEUR,2026-01-30,EUR,USD,5000.0,1.0,5000.0,5410.0,0.0
BALANCED,SHEL.L,2026-01-30,GBP,USD,480.0,25.0,12000.0,15144.0,0.0
BALANCED,CASHGBP,2026-01-30,GBP,USD,4000.0,1.0,4000.0,5048.0,0.0
BALANCED,SAP.DE,2026-02-27,EUR,USD,200.0,100.0,20000.0,21680.0,0.0
BALANCED,CASHEUR,2026-02-27,EUR,USD,5000.0,1.0,5000.0,5420.0,0.0
BALANCED,SHEL.L,2026-02-27,GBP,USD,480.0,25.0,12000.0,15168.0,0.0
BALANCED,CASHGBP,2026-02-27,GBP,USD,4000.0,1.0,4000.0,5056.0,0.0
BALANCED,SAP.DE,2026-03-31,EUR,USD,200.0,100.0,20000.0,21720.0,0.0
BALANCED,CASHEUR,2026-03-31,EUR,USD,5000.0,1.0,5000.0,5430.0,0.0
BALANCED,SHEL.L,2026-03-31,GBP,USD,480.0,25.0,12000.0,15192.0,0.0
BALANCED,CASHGBP,2026-03-31,GBP,USD,4000.0,1.0,4000.0,5064.0,0.0
BALANCED,SAP.DE,2026-04-30,EUR,USD,200.0,100.0,20000.0,21760.0,0.0
BALANCED,CASHEUR,2026-04-30,EUR,USD,5032.4,1.0,5032.4,5472.4,0.0
BALANCED,SHEL.L,2026-04-30,GBP,USD,480.0,25.0,12000.0,15536.0,0.0
BALANCED,CASHGBP,2026-04-30,GBP,USD,4000.0,1.0,4000.0,5072.0,0.0
BALANCED,SAP.DE,2026-05-08,EUR,USD,200.0,100.0,20000.0,21800.0,0.0
BALANCED,CASHEUR,2026-05-08,EUR,USD,5000.0,1.0,5000.0,5450.0,0.0
BALANCED,SHEL.L,2026-05-08,GBP,USD,480.0,25.0,12000.0,15240.0,0.0
BALANCED,CASHGBP,2026-05-08,GBP,USD,4000.0,1.0,4000.0,5080.0,0.0
BALANCED,SAP.DE,2026-05-14,EUR,USD,200.0,100.0,20000.0,21840.0,0.0
BALANCED,CASHEUR,2026-05-14,EUR,USD,5000.0,1.0,5000.0,5460.0,0.0
BALANCED,SHEL.L,2026-05-14,GBP,USD,480.0,25.0,12000.0,15264.0,0.0
BALANCED,CASHGBP,2026-05-14,GBP,USD,4000.0,1.0,4000.0,5088.0,0.0
BALANCED,SAP.DE,2026-05-29,EUR,USD,200.0,100.0,20000.0,21880.0,0.0
BALANCED,CASHEUR,2026-05-29,EUR,USD,5000.0,1.0,5000.0,5470.0,0.0
BALANCED,SHEL.L,2026-05-29,GBP,USD,480.0,25.0,12000.0,15288.0,0.0
BALANCED,CASHGBP,2026-05-29,GBP,USD,4000.0,1.0,4000.0,5096.0,0.0
BALANCED,AAPL,2026-04-10,USD,USD,980.2722,161.0,157823.82,157823.82,0.0
BALANCED,AMZN,2026-04-10,USD,USD,779.0995,110.0,85700.95,85700.95,0.0
BALANCED,AVGO,2026-04-10,USD,USD,669.7763,101.0,67647.4,67647.4,0.0
BALANCED,CASHUSD,2026-04-10,USD,USD,64117.07,1.0,64117.07,64117.07,0.0
BALANCED,CVNA,2026-04-10,USD,USD,29.4614,58.0,1708.76,1708.76,0.0
BALANCED,GOOG,2026-04-10,USD,USD,605.6639,100.0,60566.39,60566.39,0.0
BALANCED,GOOGL,2026-04-10,USD,USD,748.0117,101.0,75549.18,75549.18,0.0
BALANCED,JPM,2026-04-10,USD,USD,335.6317,106.0,35576.96,35576.96,0.0
BALANCED,36225MBS1,2026-04-10,USD,USD,82.2622,97.25,8000.0,8000.0,0.96
BALANCED,META,2026-04-10,USD,USD,304.6982,170.0,51798.69,51798.69,0.0
BALANCED,MSFT,2026-04-10,USD,USD,956.602,114.0,109052.63,109052.63,0.0
BALANCED,NVDA,2026-04-10,USD,USD,1131.2512,172.0,194575.21,194575.21,0.0
BALANCED,912797AA1,2026-04-10,USD,USD,402.617,99.35,40000.0,40000.0,0.0
BALANCED,91282Y2Y1,2026-04-10,USD,USD,239.6405,100.15,24000.0,24000.0,1.56
BALANCED,91282Y5Y1,2026-04-10,USD,USD,242.915,98.8,24000.0,24000.0,2.28
BALANCED,SAP.DE,2026-04-10,EUR,USD,200.0,100.0,20000.0,21760.0,0.0
BALANCED,CASHEUR,2026-04-10,EUR,USD,5000.0,1.0,5000.0,5440.0,0.0
BALANCED,SHEL.L,2026-04-10,GBP,USD,480.0,25.0,12000.0,15216.0,0.0
BALANCED,CASHGBP,2026-04-10,GBP,USD,4000.0,1.0,4000.0,5072.0,0.0
BALANCED,AAPL,2026-04-16,USD,USD,980.2722,161.0,157823.82,157823.82,0.0
BALANCED,AMZN,2026-04-16,USD,USD,779.0995,110.0,85700.95,85700.95,0.0
BALANCED,AVGO,2026-04-16,USD,USD,669.7763,101.0,67647.4,67647.4,0.0
BALANCED,CASHUSD,2026-04-16,USD,USD,64117.07,1.0,64117.07,64117.07,0.0
BALANCED,CVNA,2026-04-16,USD,USD,29.4614,58.0,1708.76,1708.76,0.0
BALANCED,GOOG,2026-04-16,USD,USD,605.6639,100.0,60566.39,60566.39,0.0
BALANCED,GOOGL,2026-04-16,USD,USD,748.0117,101.0,75549.18,75549.18,0.0
BALANCED,JPM,2026-04-16,USD,USD,335.6317,106.0,35576.96,35576.96,0.0
BALANCED,36225MBS1,2026-04-16,USD,USD,82.2622,97.25,8000.0,8000.0,0.96
BALANCED,META,2026-04-16,USD,USD,304.6982,170.0,51798.69,51798.69,0.0
BALANCED,MSFT,2026-04-16,USD,USD,956.602,114.0,109052.63,109052.63,0.0
BALANCED,NVDA,2026-04-16,USD,USD,1131.2512,172.0,194575.21,194575.21,0.0
BALANCED,912797AA1,2026-04-16,USD,USD,402.617,99.35,40000.0,40000.0,0.0
BALANCED,91282Y2Y1,2026-04-16,USD,USD,239.6405,100.15,24000.0,24000.0,1.56
BALANCED,91282Y5Y1,2026-04-16,USD,USD,242.915,98.8,24000.0,24000.0,2.28
BALANCED,SAP.DE,2026-04-16,EUR,USD,200.0,100.0,20000.0,21760.0,0.0
BALANCED,CASHEUR,2026-04-16,EUR,USD,5032.4,1.0,5032.4,5472.4,0.0
BALANCED,SHEL.L,2026-04-16,GBP,USD,480.0,25.0,12000.0,15216.0,0.0
BALANCED,CASHGBP,2026-04-16,GBP,USD,4000.0,1.0,4000.0,5072.0,0.0
BALANCED,AAPL,2026-04-24,USD,USD,980.2722,161.0,157823.82,157823.82,0.0
BALANCED,AMZN,2026-04-24,USD,USD,779.0995,110.0,85700.95,85700.95,0.0
BALANCED,AVGO,2026-04-24,USD,USD,669.7763,101.0,67647.4,67647.4,0.0
BALANCED,CASHUSD,2026-04-24,USD,USD,64357.07,1.0,64357.07,64357.07,0.0
BALANCED,CVNA,2026-04-24,USD,USD,29.4614,58.0,1708.76,1708.76,0.0
BALANCED,GOOG,2026-04-24,USD,USD,605.6639,100.0,60566.39,60566.39,0.0
BALANCED,GOOGL,2026-04-24,USD,USD,748.0117,101.0,75549.18,75549.18,0.0
BALANCED,JPM,2026-04-24,USD,USD,335.6317,106.0,35576.96,35576.96,0.0
BALANCED,36225MBS1,2026-04-24,USD,USD,82.2622,97.25,8000.0,8000.0,0.96
BALANCED,META,2026-04-24,USD,USD,304.6982,170.0,51798.69,51798.69,0.0
BALANCED,MSFT,2026-04-24,USD,USD,956.602,114.0,109052.63,109052.63,0.0
BALANCED,NVDA,2026-04-24,USD,USD,1131.2512,172.0,194575.21,194575.21,0.0
BALANCED,912797AA1,2026-04-24,USD,USD,402.617,99.35,40000.0,40000.0,0.0
BALANCED,91282Y2Y1,2026-04-24,USD,USD,239.6405,100.15,24000.0,24000.0,1.56
BALANCED,91282Y5Y1,2026-04-24,USD,USD,242.915,98.8,24000.0,24000.0,2.28
BALANCED,SAP.DE,2026-04-24,EUR,USD,200.0,100.0,20000.0,21760.0,0.0
BALANCED,CASHEUR,2026-04-24,EUR,USD,5032.4,1.0,5032.4,5472.4,0.0
BALANCED,SHEL.L,2026-04-24,GBP,USD,480.0,25.0,12000.0,15216.0,0.0
BALANCED,CASHGBP,2026-04-24,GBP,USD,4000.0,1.0,4000.0,5072.0,0.0
BALANCED_CONTRIBUTION,CASHUSD,2026-03-31,USD,USD,103500.0,1.0,103500.0,103500.0,0.0
BALANCED_CONTRIBUTION,CASHUSD,2026-02-28,USD,USD,100000.0,1.0,100000.0,100000.0,0.0
