Portfolio Code,Security Symbol,Security Type,Holding Date,Accrued Income,Base Currency,Base Market Value,Currency Code,Market Value,Price,Quantity
INCOME,AMZN,csus,2026-05-15,0.0,USD,77625.47,USD,77625.47,264.14,293.88
INCOME,AMZN,csus,2026-05-22,0.0,USD,78266.13,USD,78266.13,266.32,293.88
INCOME,AMZN,csus,2026-05-29,0.0,USD,79535.69,USD,79535.69,270.64,293.88
INCOME,AVGO,csus,2025-12-31,0.0,USD,62618.86,USD,62618.86,346.1,180.9271
INCOME,AVGO,csus,2026-01-30,0.0,USD,59941.14,USD,59941.14,331.3,180.9271
INCOME,AVGO,csus,2026-02-13,0.0,USD,58832.06,USD,58832.06,325.17,180.9271
INCOME,AVGO,csus,2026-02-27,0.0,USD,57815.24,USD,57815.24,319.55,180.9271
INCOME,AVGO,csus,2026-03-31,0.0,USD,55998.74,USD,55998.74,309.51,180.9271
INCOME,AVGO,csus,2026-04-30,0.0,USD,75524.39,USD,75524.39,417.43,180.9271
INCOME,AVGO,csus,2026-05-08,0.0,USD,77798.64,USD,77798.64,430.0,180.9271
INCOME,AVGO,csus,2026-05-14,0.0,USD,79569.92,USD,79569.92,439.79,180.9271
INCOME,AVGO,csus,2026-05-15,0.0,USD,76928.38,USD,76928.38,425.19,180.9271
INCOME,AVGO,csus,2026-05-22,0.0,USD,74929.14,USD,74929.14,414.14,180.9271
INCOME,AVGO,csus,2026-05-29,0.0,USD,80832.79,USD,80832.79,446.77,180.9271
INCOME,CASHUSD,caus,2025-12-31,0.0,USD,128000.0,USD,128000.0,1.0,128000.0
INCOME,CASHUSD,caus,2026-01-30,0.0,USD,123926.31,USD,123926.31,1.0,123926.31
INCOME,CASHUSD,caus,2026-02-13,0.0,USD,119921.35,USD,119921.35,1.0,119921.35
INCOME,CASHUSD,caus,2026-02-27,0.0,USD,119921.35,USD,119921.35,1.0,119921.35
INCOME,CASHUSD,caus,2026-03-31,0.0,USD,115916.39,USD,115916.39,1.0,115916.39
INCOME,CASHUSD,caus,2026-04-30,0.0,USD,112031.31,USD,112031.31,1.0,112031.31
INCOME,CASHUSD,caus,2026-05-08,0.0,USD,108026.35,USD,108026.35,1.0,108026.35
INCOME,CASHUSD,caus,2026-05-14,0.0,USD,108026.35,USD,108026.35,1.0,108026.35
INCOME,CASHUSD,caus,2026-05-15,0.0,USD,109226.35,USD,109226.35,1.0,109226.35
INCOME,CASHUSD,caus,2026-05-22,0.0,USD,109226.35,USD,109226.35,1.0,109226.35
INCOME,CASHUSD,caus,2026-05-29,0.0,USD,109447.32,USD,109447.32,1.0,109447.32
INCOME,CVNA,csus,2025-12-31,0.0,USD,1287.84,USD,1287.84,422.02,3.0516
INCOME,CVNA,csus,2026-01-30,0.0,USD,1224.03,USD,1224.03,401.11,3.0516
INCOME,CVNA,csus,2026-02-13,0.0,USD,1046.31,USD,1046.31,342.87,3.0516
INCOME,CVNA,csus,2026-02-27,0.0,USD,1019.73,USD,1019.73,334.16,3.0516
INCOME,CVNA,csus,2026-03-31,0.0,USD,959.36,USD,959.36,314.38,3.0516
INCOME,CVNA,csus,2026-04-30,0.0,USD,1207.83,USD,1207.83,395.8,3.0516
INCOME,CVNA,csus,2026-05-08,0.0,USD,237.84,USD,237.84,77.94,3.0516
INCOME,CVNA,csus,2026-05-14,0.0,USD,212.18,USD,212.18,69.53,3.0516
INCOME,CVNA,csus,2026-05-15,0.0,USD,204.98,USD,204.98,67.17,3.0516
INCOME,CVNA,csus,2026-05-22,0.0,USD,208.36,USD,208.36,68.28,3.0516
INCOME,CVNA,csus,2026-05-29,0.0,USD,222.77,USD,222.77,73.0,3.0516
INCOME,GOOG,csus,2025-12-31,0.0,USD,47929.57,USD,47929.57,313.8,152.7392
INCOME,GOOG,csus,2026-01-30,0.0,USD,51706.81,USD,51706.81,338.53,152.7392
INCOME,GOOG,csus,2026-02-13,0.0,USD,46741.26,USD,46741.26,306.02,152.7392
INCOME,GOOG,csus,2026-02-27,0.0,USD,47567.58,USD,47567.58,311.43,152.7392
INCOME,GOOG,csus,2026-03-31,0.0,USD,43814.77,USD,43814.77,286.86,152.7392
INCOME,GOOG,csus,2026-04-30,0.0,USD,58337.22,USD,58337.22,381.94,152.7392
INCOME,GOOG,csus,2026-05-08,0.0,USD,60645.11,USD,60645.11,397.05,152.7392
INCOME,GOOG,csus,2026-05-14,0.0,USD,60663.44,USD,60663.44,397.17,152.7392
INCOME,GOOG,csus,2026-05-15,0.0,USD,60075.4,USD,60075.4,393.32,152.7392
INCOME,GOOG,csus,2026-05-22,0.0,USD,57946.21,USD,57946.21,379.38,152.7392
INCOME,GOOG,csus,2026-05-29,0.0,USD,57495.63,USD,57495.63,376.43,152.7392
INCOME,GOOGL,csus,2025-12-31,0.0,USD,59688.2,USD,59688.2,313.0,190.6971
INCOME,GOOGL,csus,2026-01-30,0.0,USD,64455.63,USD,64455.63,338.0,190.6971
INCOME,GOOGL,csus,2026-02-13,0.0,USD,58299.93,USD,58299.93,305.72,190.6971
INCOME,GOOGL,csus,2026-02-27,0.0,USD,59451.74,USD,59451.74,311.76,190.6971
INCOME,GOOGL,csus,2026-03-31,0.0,USD,54836.86,USD,54836.86,287.56,190.6971
INCOME,GOOGL,csus,2026-04-30,0.0,USD,73380.25,USD,73380.25,384.8,190.6971
INCOME,GOOGL,csus,2026-05-08,0.0,USD,76431.41,USD,76431.41,400.8,190.6971
INCOME,GOOGL,csus,2026-05-14,0.0,USD,76482.9,USD,76482.9,401.07,190.6971
INCOME,GOOGL,csus,2026-05-15,0.0,USD,75664.8,USD,75664.8,396.78,190.6971
INCOME,GOOGL,csus,2026-05-22,0.0,USD,73031.28,USD,73031.28,382.97,190.6971
INCOME,GOOGL,csus,2026-05-29,0.0,USD,72529.74,USD,72529.74,380.34,190.6971
INCOME,JPM,csus,2025-12-31,0.0,USD,27592.37,USD,27592.37,322.22,85.6321
INCOME,JPM,csus,2026-01-30,0.0,USD,26194.0,USD,26194.0,305.89,85.6321
INCOME,JPM,csus,2026-02-13,0.0,USD,25907.99,USD,25907.99,302.55,85.6321
INCOME,JPM,csus,2026-02-27,0.0,USD,25715.31,USD,25715.31,300.3,85.6321
INCOME,JPM,csus,2026-03-31,0.0,USD,25189.53,USD,25189.53,294.16,85.6321
INCOME,JPM,csus,2026-04-30,0.0,USD,26822.54,USD,26822.54,313.23,85.6321
INCOME,JPM,csus,2026-05-08,0.0,USD,25869.45,USD,25869.45,302.1,85.6321
INCOME,JPM,csus,2026-05-14,0.0,USD,25681.92,USD,25681.92,299.91,85.6321
INCOME,JPM,csus,2026-05-15,0.0,USD,25502.09,USD,25502.09,297.81,85.6321
INCOME,JPM,csus,2026-05-22,0.0,USD,26235.96,USD,26235.96,306.38,85.6321
INCOME,JPM,csus,2026-05-29,0.0,USD,25630.54,USD,25630.54,299.31,85.6321
INCOME,36225MBS1,fius,2025-12-31,20.16,USD,16000.0,USD,16000.0,95.22,168.0319
INCOME,36225MBS1,fius,2026-01-30,20.16,USD,16078.98,USD,16078.98,95.69,168.0319
INCOME,36225MBS1,fius,2026-02-13,20.16,USD,16223.48,USD,16223.48,96.55,168.0319
INCOME,36225MBS1,fius,2026-02-27,20.16,USD,16283.97,USD,16283.97,96.91,168.0319
INCOME,36225MBS1,fius,2026-03-31,20.16,USD,15954.63,USD,15954.63,94.95,168.0319
INCOME,36225MBS1,fius,2026-04-30,20.16,USD,15926.07,USD,15926.07,94.78,168.0319
INCOME,36225MBS1,fius,2026-05-08,20.16,USD,15947.91,USD,15947.91,94.91,168.0319
INCOME,36225MBS1,fius,2026-05-14,20.16,USD,15840.37,USD,15840.37,94.27,168.0319
INCOME,36225MBS1,fius,2026-05-15,20.16,USD,15722.75,USD,15722.75,93.57,168.0319
INCOME,36225MBS1,fius,2026-05-22,20.16,USD,15808.44,USD,15808.44,94.08,168.0319
INCOME,36225MBS1,fius,2026-05-29,20.16,USD,15927.75,USD,15927.75,94.79,168.0319
INCOME,META,csus,2025-12-31,0.0,USD,41314.09,USD,41314.09,660.09,62.5886
INCOME,META,csus,2026-01-30,0.0,USD,44844.71,USD,44844.71,716.5,62.5886
INCOME,META,csus,2026-02-13,0.0,USD,40042.29,USD,40042.29,639.77,62.5886
INCOME,META,csus,2026-02-27,0.0,USD,40568.66,USD,40568.66,648.18,62.5886
INCOME,META,csus,2026-03-31,0.0,USD,35808.8,USD,35808.8,572.13,62.5886
INCOME,META,csus,2026-04-30,0.0,USD,38298.57,USD,38298.57,611.91,62.5886
INCOME,META,csus,2026-05-08,0.0,USD,38155.87,USD,38155.87,609.63,62.5886
INCOME,META,csus,2026-05-14,0.0,USD,38706.65,USD,38706.65,618.43,62.5886
INCOME,META,csus,2026-05-15,0.0,USD,38443.78,USD,38443.78,614.23,62.5886
INCOME,META,csus,2026-05-22,0.0,USD,38195.3,USD,38195.3,610.26,62.5886
INCOME,META,csus,2026-05-29,0.0,USD,39587.9,USD,39587.9,632.51,62.5886
INCOME,MSFT,csus,2025-12-31,0.0,USD,103989.87,USD,103989.87,483.62,215.0239
INCOME,MSFT,csus,2026-01-30,0.0,USD,92522.65,USD,92522.65,430.29,215.0239
INCOME,MSFT,csus,2026-02-13,0.0,USD,86293.4,USD,86293.4,401.32,215.0239
INCOME,MSFT,csus,2026-02-27,0.0,USD,84448.49,USD,84448.49,392.74,215.0239
INCOME,MSFT,csus,2026-03-31,0.0,USD,79595.41,USD,79595.41,370.17,215.0239
INCOME,MSFT,csus,2026-04-30,0.0,USD,87682.46,USD,87682.46,407.78,215.0239
INCOME,MSFT,csus,2026-05-08,0.0,USD,89260.73,USD,89260.73,415.12,215.0239
INCOME,MSFT,csus,2026-05-14,0.0,USD,88037.24,USD,88037.24,409.43,215.0239
INCOME,MSFT,csus,2026-05-15,0.0,USD,90722.9,USD,90722.9,421.92,215.0239
INCOME,MSFT,csus,2026-05-22,0.0,USD,90002.57,USD,90002.57,418.57,215.0239
INCOME,MSFT,csus,2026-05-29,0.0,USD,96812.37,USD,96812.37,450.24,215.0239
INCOME,NVDA,csus,2025-12-31,0.0,USD,142114.91,USD,142114.91,186.5,762.0102
INCOME,NVDA,csus,2026-01-30,0.0,USD,145643.02,USD,145643.02,191.13,762.0102
INCOME,NVDA,csus,2026-02-13,0.0,USD,139303.09,USD,139303.09,182.81,762.0102
INCOME,NVDA,csus,2026-02-27,0.0,USD,135020.6,USD,135020.6,177.19,762.0102
INCOME,NVDA,csus,2026-03-31,0.0,USD,132894.58,USD,132894.58,174.4,762.0102
INCOME,NVDA,csus,2026-04-30,0.0,USD,152074.39,USD,152074.39,199.57,762.0102
INCOME,NVDA,csus,2026-05-08,0.0,USD,163984.6,USD,163984.6,215.2,762.0102
INCOME,NVDA,csus,2026-05-14,0.0,USD,179636.3,USD,179636.3,235.74,762.0102
INCOME,NVDA,csus,2026-05-15,0.0,USD,171696.15,USD,171696.15,225.32,762.0102
INCOME,NVDA,csus,2026-05-22,0.0,USD,164083.67,USD,164083.67,215.33,762.0102
INCOME,NVDA,csus,2026-05-29,0.0,USD,160890.84,USD,160890.84,211.14,762.0102
INCOME,912797AA1,fius,2025-12-31,0.0,USD,80000.0,USD,80000.0,91.38,875.4651
INCOME,912797AA1,fius,2026-01-30,0.0,USD,80236.38,USD,80236.38,91.65,875.4651
INCOME,912797AA1,fius,2026-02-13,0.0,USD,80113.81,USD,80113.81,91.51,875.4651
INCOME,912797AA1,fius,2026-02-27,0.0,USD,80210.12,USD,80210.12,91.62,875.4651
INCOME,912797AA1,fius,2026-03-31,0.0,USD,80227.62,USD,80227.62,91.64,875.4651
INCOME,912797AA1,fius,2026-04-30,0.0,USD,80227.62,USD,80227.62,91.64,875.4651
INCOME,912797AA1,fius,2026-05-08,0.0,USD,80070.04,USD,80070.04,91.46,875.4651
INCOME,912797AA1,fius,2026-05-14,0.0,USD,80113.81,USD,80113.81,91.51,875.4651
INCOME,912797AA1,fius,2026-05-15,0.0,USD,80131.32,USD,80131.32,91.53,875.4651
INCOME,912797AA1,fius,2026-05-22,0.0,USD,80183.85,USD,80183.85,91.59,875.4651
INCOME,912797AA1,fius,2026-05-29,0.0,USD,80245.14,USD,80245.14,91.66,875.4651
INCOME,91282Y2Y1,fius,2025-12-31,37.67,USD,48000.0,USD,48000.0,82.82,579.5702
INCOME,91282Y2Y1,fius,2026-01-30,37.67,USD,48098.53,USD,48098.53,82.99,579.5702
INCOME,91282Y2Y1,fius,2026-02-13,37.67,USD,48139.1,USD,48139.1,83.06,579.5702
INCOME,91282Y2Y1,fius,2026-02-27,37.67,USD,48208.65,USD,48208.65,83.18,579.5702
INCOME,91282Y2Y1,fius,2026-03-31,37.67,USD,47855.11,USD,47855.11,82.57,579.5702
INCOME,91282Y2Y1,fius,2026-04-30,37.67,USD,47802.95,USD,47802.95,82.48,579.5702
INCOME,91282Y2Y1,fius,2026-05-08,37.67,USD,47698.63,USD,47698.63,82.3,579.5702
INCOME,91282Y2Y1,fius,2026-05-14,37.67,USD,47617.49,USD,47617.49,82.16,579.5702
INCOME,91282Y2Y1,fius,2026-05-15,37.67,USD,47559.53,USD,47559.53,82.06,579.5702
INCOME,91282Y2Y1,fius,2026-05-22,37.67,USD,47594.3,USD,47594.3,82.12,579.5702
INCOME,91282Y2Y1,fius,2026-05-29,37.67,USD,47698.63,USD,47698.63,82.3,579.5702
INCOME,91282Y5Y1,fius,2025-12-31,38.21,USD,48000.0,USD,48000.0,119.35,402.1785
INCOME,91282Y5Y1,fius,2026-01-30,38.21,USD,48000.0,USD,48000.0,119.35,402.1785
INCOME,91282Y5Y1,fius,2026-02-13,38.21,USD,48317.72,USD,48317.72,120.14,402.1785
INCOME,91282Y5Y1,fius,2026-02-27,38.21,USD,48550.99,USD,48550.99,120.72,402.1785
INCOME,91282Y5Y1,fius,2026-03-31,38.21,USD,47698.37,USD,47698.37,118.6,402.1785
INCOME,91282Y5Y1,fius,2026-04-30,38.21,USD,47549.56,USD,47549.56,118.23,402.1785
INCOME,91282Y5Y1,fius,2026-05-08,38.21,USD,47477.17,USD,47477.17,118.05,402.1785
INCOME,91282Y5Y1,fius,2026-05-14,38.21,USD,47239.88,USD,47239.88,117.46,402.1785
INCOME,91282Y5Y1,fius,2026-05-15,38.21,USD,47034.77,USD,47034.77,116.95,402.1785
INCOME,91282Y5Y1,fius,2026-05-22,38.21,USD,47111.19,USD,47111.19,117.14,402.1785
INCOME,91282Y5Y1,fius,2026-05-29,38.21,USD,47352.49,USD,47352.49,117.74,402.1785
BALANCED,SAP.DE,cseu,2025-12-31,0.0,USD,21600.0,EUR,20000.0,208.35,95.9923
BALANCED,SAP.DE,cseu,2026-01-30,0.0,USD,19447.01,EUR,17973.21,170.56,105.3776
BALANCED,SAP.DE,cseu,2026-02-27,0.0,USD,19528.65,EUR,18015.36,170.96,105.3776
BALANCED,SAP.DE,cseu,2026-03-31,0.0,USD,16811.25,EUR,15479.97,146.9,105.3776
BALANCED,SAP.DE,cseu,2026-04-10,0.0,USD,15980.04,EUR,14687.53,139.38,105.3776
BALANCED,SAP.DE,cseu,2026-04-16,0.0,USD,17387.95,EUR,15981.57,151.66,105.3776
BALANCED,SAP.DE,cseu,2026-04-24,0.0,USD,16885.78,EUR,15520.02,147.28,105.3776
BALANCED,SAP.DE,cseu,2026-04-30,0.0,USD,16681.7,EUR,15332.44,145.5,105.3776
BALANCED,SAP.DE,cseu,2026-05-08,0.0,USD,16792.77,EUR,15406.21,146.2,105.3776
BALANCED,SAP.DE,cseu,2026-05-14,0.0,USD,16250.52,EUR,14881.43,141.22,105.3776
BALANCED,SAP.DE,cseu,2026-05-29,0.0,USD,17898.86,EUR,16360.93,155.26,105.3776
BALANCED,CASHEUR,caus,2025-12-31,0.0,USD,5400.0,EUR,5000.0,1.0,5000.0
BALANCED,CASHEUR,caus,2026-01-30,0.0,USD,3245.99,EUR,2999.99,1.0,2999.99
BALANCED,CASHEUR,caus,2026-02-27,0.0,USD,3251.99,EUR,2999.99,1.0,2999.99
BALANCED,CASHEUR,caus,2026-03-31,0.0,USD,3257.99,EUR,2999.99,1.0,2999.99
BALANCED,CASHEUR,caus,2026-04-10,0.0,USD,3263.99,EUR,2999.99,1.0,2999.99
BALANCED,CASHEUR,caus,2026-04-16,0.0,USD,3394.55,EUR,3119.99,1.0,3119.99
BALANCED,CASHEUR,caus,2026-04-24,0.0,USD,3394.55,EUR,3119.99,1.0,3119.99
BALANCED,CASHEUR,caus,2026-04-30,0.0,USD,3394.55,EUR,3119.99,1.0,3119.99
BALANCED,CASHEUR,caus,2026-05-08,0.0,USD,3400.79,EUR,3119.99,1.0,3119.99
BALANCED,CASHEUR,caus,2026-05-14,0.0,USD,3407.03,EUR,3119.99,1.0,3119.99
BALANCED,CASHEUR,caus,2026-05-29,0.0,USD,3413.27,EUR,3119.99,1.0,3119.99
BALANCED,SHEL.L,csgb,2025-12-31,0.0,USD,15120.0,GBP,12000.0,27.4,437.9562
BALANCED,SHEL.L,csgb,2026-01-30,0.0,USD,15442.46,GBP,12236.5,27.94,437.9562
BALANCED,SHEL.L,csgb,2026-02-27,0.0,USD,15460.22,GBP,12231.18,30.735,397.9562
BALANCED,SHEL.L,csgb,2026-03-31,0.0,USD,18051.6,GBP,14258.77,35.83,397.9562
BALANCED,SHEL.L,csgb,2026-04-10,0.0,USD,17260.13,GBP,13612.09,34.205,397.9562
BALANCED,SHEL.L,csgb,2026-04-16,0.0,USD,17078.47,GBP,13468.83,33.845,397.9562
BALANCED,SHEL.L,csgb,2026-04-24,0.0,USD,16689.93,GBP,13162.4,33.075,397.9562
BALANCED,SHEL.L,csgb,2026-04-30,0.0,USD,16783.28,GBP,13236.02,33.26,397.9562
BALANCED,SHEL.L,csgb,2026-05-08,0.0,USD,15682.7,GBP,12348.58,31.03,397.9562
BALANCED,SHEL.L,csgb,2026-05-14,0.0,USD,15937.72,GBP,12529.65,31.485,397.9562
BALANCED,SHEL.L,csgb,2026-05-29,0.0,USD,15808.18,GBP,12408.27,31.18,397.9562
BALANCED,CASHGBP,caus,2025-12-31,0.0,USD,5040.0,GBP,4000.0,1.0,4000.0
BALANCED,CASHGBP,caus,2026-01-30,0.0,USD,5048.0,GBP,4000.0,1.0,4000.0
BALANCED,CASHGBP,caus,2026-02-27,0.0,USD,6504.8,GBP,5146.2,1.0,5146.2
BALANCED,CASHGBP,caus,2026-03-31,0.0,USD,6515.09,GBP,5146.2,1.0,5146.2
BALANCED,CASHGBP,caus,2026-04-10,0.0,USD,6525.38,GBP,5146.2,1.0,5146.2
BALANCED,CASHGBP,caus,2026-04-16,0.0,USD,6525.38,GBP,5146.2,1.0,5146.2
BALANCED,CASHGBP,caus,2026-04-24,0.0,USD,6525.38,GBP,5146.2,1.0,5146.2
BALANCED,CASHGBP,caus,2026-04-30,0.0,USD,6525.38,GBP,5146.2,1.0,5146.2
BALANCED,CASHGBP,caus,2026-05-08,0.0,USD,6535.67,GBP,5146.2,1.0,5146.2
BALANCED,CASHGBP,caus,2026-05-14,0.0,USD,6545.97,GBP,5146.2,1.0,5146.2
BALANCED,CASHGBP,caus,2026-05-29,0.0,USD,6556.26,GBP,5146.2,1.0,5146.2
BALANCED_CONTRIBUTION,CASHUSD,caus,2026-02-28,0.0,USD,100000.0,USD,100000.0,1.0,100000.0
BALANCED_CONTRIBUTION,CASHUSD,caus,2026-03-31,0.0,USD,101000.0,USD,101000.0,1.0,101000.0
