Portfolio Code,Security Symbol,Security Type,From Date,Thru Date,Security Return,Beginning Market Value,Beginning Weight,Contribution,Ending Market Value,Gain/Loss,Income
INCOME,JPM,csus,2025-11-29,2025-12-31,0.0,27592.37,0.02759237,0.0,27592.37,0.0,0.0
INCOME,36225MBS1,fius,2025-11-29,2025-12-31,0.00012,16000.0,0.016,1.92e-06,16001.92,1.92,0.0
INCOME,META,csus,2025-11-29,2025-12-31,0.0,41314.09,0.04131409,0.0,41314.09,0.0,0.0
INCOME,MSFT,csus,2025-11-29,2025-12-31,0.0,103989.87,0.10398987,0.0,103989.87,0.0,0.0
INCOME,NVDA,csus,2025-11-29,2025-12-31,0.0,142114.91,0.14211491,0.0,142114.91,0.0,0.0
INCOME,912797AA1,fius,2025-11-29,2025-12-31,0.0,80000.0,0.08,0.0,80000.0,0.0,0.0
INCOME,91282Y2Y1,fius,2025-11-29,2025-12-31,6.5e-05,48000.0,0.048,3.12e-06,48003.12,3.12,0.0
INCOME,91282Y5Y1,fius,2025-11-29,2025-12-31,9.47916e-05,48000.01,0.04800001,4.549998e-06,48004.56,4.55,0.0
INCOME,AAPL,csus,2026-01-01,2026-01-30,-0.0447384218,125630.89,0.1256296852,-0.005620473847,123865.99,-5769.84,0.0
INCOME,AMZN,csus,2026-01-01,2026-01-30,0.0382127445,67833.39,0.0678327395,0.002592075143,70325.49,2492.1,100.0
INCOME,AVGO,csus,2026-01-01,2026-01-30,-0.0427621966,62618.86,0.0626182595,-0.002677694323,59941.14,-2677.72,0.0
INCOME,CASHUSD,caus,2026-01-01,2026-01-30,-0.0312885938,128000.0,0.1279987725,-0.0040049016,124045.06,-3954.94,-50.0
INCOME,CVNA,csus,2026-01-01,2026-01-30,-0.0495480805,1287.84,0.0012878276,-6.3809386e-05,1224.03,-63.81,0.0
INCOME,GOOG,csus,2026-01-01,2026-01-30,0.0788081345,47929.57,0.0479291104,0.003777203779,51706.81,3777.24,0.0
INCOME,GOOGL,csus,2026-01-01,2026-01-30,0.0798722361,59688.2,0.0596876276,0.004767384284,64455.63,4767.43,0.0
INCOME,JPM,csus,2026-01-01,2026-01-30,-0.05067959,27592.37,0.0275921054,-0.001398356589,26194.0,-1398.37,0.0
INCOME,36225MBS1,fius,2026-01-01,2026-01-30,0.0049362826,16001.92,0.0160017665,7.8989242e-05,16080.91,78.99,0.0
INCOME,META,csus,2026-01-01,2026-01-30,0.085458012,41314.09,0.0413136938,0.003530586141,44844.71,3530.62,0.0
INCOME,MSFT,csus,2026-01-01,2026-01-30,-0.1102724717,103989.87,0.1039888727,-0.011467110022,92522.65,-11467.22,0.0
INCOME,NVDA,csus,2026-01-01,2026-01-30,0.0248257554,142114.91,0.1421135471,0.003528076159,145643.02,3528.11,0.0
INCOME,912797AA1,fius,2026-01-01,2026-01-30,0.00295475,80000.0,0.0799992328,0.000236377733,80236.38,236.38,0.0
INCOME,91282Y2Y1,fius,2026-01-01,2026-01-30,0.0020527832,48003.12,0.0480026597,9.8539053e-05,48101.66,98.54,0.0
INCOME,91282Y5Y1,fius,2026-01-01,2026-01-30,0.0,48004.56,0.0480040996,0.0,48004.56,0.0,0.0
INCOME,AAPL,csus,2026-01-31,2026-02-13,-0.0163162772,123865.99,0.1242147801,-0.002026722784,125807.91,-2063.04,0.0
INCOME,AMZN,csus,2026-01-31,2026-02-13,-0.1678634589,70325.49,0.0705235172,-0.011838321531,58420.41,-11905.08,100.0
INCOME,AVGO,csus,2026-01-31,2026-02-13,-0.0185028179,59941.14,0.0601099263,-0.00111220302,58832.06,-1109.08,0.0
INCOME,CASHUSD,caus,2026-01-31,2026-02-13,-0.0314801734,124045.06,0.1243943544,-0.003915955846,120140.1,-3904.96,0.0
INCOME,CVNA,csus,2026-01-31,2026-02-13,-0.1451925198,1224.03,0.0012274767,-0.000178220435,1046.31,-177.72,0.0
INCOME,GOOG,csus,2026-01-31,2026-02-13,-0.096032805,51706.81,0.0518524095,-0.00497953233,46741.26,-4965.55,0.0
INCOME,GOOGL,csus,2026-01-31,2026-02-13,-0.0955029064,64455.63,0.0646371285,-0.006173033633,58299.93,-6155.7,0.0
INCOME,JPM,csus,2026-01-31,2026-02-13,-0.0109189127,26194.0,0.0262677588,-0.000286815365,25907.99,-286.01,0.0
INCOME,36225MBS1,fius,2026-01-31,2026-02-13,0.0089870536,16080.91,0.0161261917,0.000144926949,16225.43,144.52,0.0
INCOME,META,csus,2026-01-31,2026-02-13,-0.1070900001,44844.71,0.0449709867,-0.00481594297,40042.29,-4802.42,0.0
INCOME,MSFT,csus,2026-01-31,2026-02-13,-0.0673267573,92522.65,0.0927831815,-0.006246790742,86293.4,-6229.25,0.0
INCOME,NVDA,csus,2026-01-31,2026-02-13,-0.0435306134,145643.02,0.1460531314,-0.006357782399,139303.09,-6339.93,0.0
INCOME,912797AA1,fius,2026-01-31,2026-02-13,-0.0015276113,80236.38,0.080462315,-0.000122915142,80113.81,-122.57,0.0
INCOME,91282Y2Y1,fius,2026-01-31,2026-02-13,0.000843422,48101.66,0.0482371079,4.0684238e-05,48142.23,40.57,0.0
INCOME,91282Y5Y1,fius,2026-01-31,2026-02-13,0.0066191628,48004.56,0.0481397344,0.000318644739,48322.31,317.75,0.0
INCOME,AAPL,csus,2026-02-14,2026-02-27,0.0328407014,125807.91,0.1319241055,0.004332480156,129939.53,4131.62,0.0
INCOME,AMZN,csus,2026-02-14,2026-02-27,0.0563912509,58420.41,0.0612605386,0.003454558402,61714.81,3294.4,0.0
INCOME,AVGO,csus,2026-02-14,2026-02-27,-0.0172834336,58832.06,0.0616922011,-0.001066253061,57815.24,-1016.82,0.0
INCOME,CASHUSD,caus,2026-02-14,2026-02-27,0.0,120140.1,0.1259807529,0.0,120140.1,0.0,0.0
INCOME,CVNA,csus,2026-02-14,2026-02-27,-0.0254035611,1046.31,0.0010971767,-2.7872195e-05,1019.73,-26.58,0.0
INCOME,GOOG,csus,2026-02-14,2026-02-27,0.0176785992,46741.26,0.0490136027,0.000866491837,47567.58,826.32,0.0
INCOME,GOOGL,csus,2026-02-14,2026-02-27,0.0197566275,58299.93,0.0611342014,0.001207805645,59451.74,1151.81,0.0
INCOME,JPM,csus,2026-02-14,2026-02-27,-0.0074370879,25907.99,0.027167516,-0.000202047205,25715.31,-192.68,0.0
INCOME,36225MBS1,fius,2026-02-14,2026-02-27,0.0037280984,16225.43,0.0170142349,6.3430742e-05,16285.92,60.49,0.0
INCOME,META,csus,2026-02-14,2026-02-27,0.0131453521,40042.29,0.0419889599,0.000551959662,40568.66,526.37,0.0
INCOME,MSFT,csus,2026-02-14,2026-02-27,-0.021379503,86293.4,0.0904885838,-0.001934600949,84448.49,-1844.91,0.0
INCOME,NVDA,csus,2026-02-14,2026-02-27,-0.030742247,139303.09,0.1460753583,-0.004490684745,135020.6,-4282.49,0.0
INCOME,912797AA1,fius,2026-02-14,2026-02-27,0.0012021648,80113.81,0.0840085708,0.000100992147,80210.12,96.31,0.0
INCOME,91282Y2Y1,fius,2026-02-14,2026-02-27,0.0014446776,48142.23,0.0504826813,7.2931199e-05,48211.78,69.55,0.0
INCOME,91282Y5Y1,fius,2026-02-14,2026-02-27,0.0048277907,48322.31,0.050671516,0.000244631474,48555.6,233.29,0.0
INCOME,AAPL,csus,2026-02-28,2026-03-31,-0.0391187389,129939.53,0.1358254995,-0.005313322251,128729.23,-5215.26,0.0
INCOME,AMZN,csus,2026-02-28,2026-03-31,-0.0066178604,61714.81,0.0645103526,-0.000426920508,61206.39,-508.42,100.0
INCOME,AVGO,csus,2026-02-28,2026-03-31,-0.0314190514,57815.24,0.0604341408,-0.001898783376,55998.74,-1816.5,0.0
INCOME,CASHUSD,caus,2026-02-28,2026-03-31,-0.0325033856,120140.1,0.1255821773,-0.004081845933,116235.14,-3904.96,0.0
INCOME,CVNA,csus,2026-02-28,2026-03-31,-0.0592019456,1019.73,0.0010659215,-6.3104627e-05,959.36,-60.37,0.0
INCOME,GOOG,csus,2026-02-28,2026-03-31,-0.0788942805,47567.58,0.0497222848,-0.003922803884,43814.77,-3752.81,0.0
INCOME,GOOGL,csus,2026-02-28,2026-03-31,-0.0776239686,59451.74,0.0621447706,-0.004823923722,54836.86,-4614.88,0.0
INCOME,JPM,csus,2026-02-28,2026-03-31,-0.0204461856,25715.31,0.0268801559,-0.000549596656,25189.53,-525.78,0.0
INCOME,36225MBS1,fius,2026-02-28,2026-03-31,-0.0202248322,16285.92,0.0170236357,-0.000344300175,15956.54,-329.38,0.0
INCOME,META,csus,2026-02-28,2026-03-31,-0.1173284994,40568.66,0.0424063294,-0.004975470994,35808.8,-4759.86,0.0
INCOME,MSFT,csus,2026-02-28,2026-03-31,-0.057467931,84448.49,0.0882738173,-0.005072913642,79595.41,-4853.08,0.0
INCOME,NVDA,csus,2026-02-28,2026-03-31,-0.0157458936,135020.6,0.1411367306,-0.002222323943,132894.58,-2126.02,0.0
INCOME,912797AA1,fius,2026-02-28,2026-03-31,0.000218177,80210.12,0.0838434587,1.8292714e-05,80227.62,17.5,0.0
INCOME,91282Y2Y1,fius,2026-02-28,2026-03-31,-0.0073334774,48211.78,0.0503956656,-0.000369575475,47858.22,-353.56,0.0
INCOME,91282Y5Y1,fius,2026-02-28,2026-03-31,-0.0175613112,48555.6,0.0507550599,-0.000891325402,47702.9,-852.7,0.0
INCOME,AAPL,csus,2026-04-01,2026-04-30,0.0688664155,128729.23,0.1388643726,0.009563091582,141829.15,9094.96,0.0
INCOME,AMZN,csus,2026-04-01,2026-04-30,0.2743087772,61206.39,0.0660253071,0.018111321255,77895.84,16689.45,100.0
INCOME,AVGO,csus,2026-04-01,2026-04-30,0.3486801667,55998.74,0.0604076471,0.021062948461,75524.39,19525.65,0.0
INCOME,CASHUSD,caus,2026-04-01,2026-04-30,-0.0335953482,116235.14,0.1253865947,-0.004212406309,112330.18,-3904.96,0.0
INCOME,CVNA,csus,2026-04-01,2026-04-30,0.2589955804,959.36,0.0010348926,0.00026803261,1207.83,248.47,0.0
INCOME,GOOG,csus,2026-04-01,2026-04-30,0.3314510153,43814.77,0.0472644057,0.015665835257,58337.22,14522.45,0.0
INCOME,GOOGL,csus,2026-04-01,2026-04-30,0.3381555764,54836.86,0.0591542897,0.02000335293,73380.25,18543.39,0.0
INCOME,JPM,csus,2026-04-01,2026-04-30,0.064828919,25189.53,0.0271727585,0.00176158056,26822.54,1633.01,0.0
INCOME,36225MBS1,fius,2026-04-01,2026-04-30,-0.0017898617,15956.54,0.0172128344,-3.0808593e-05,15927.98,-28.56,0.0
INCOME,META,csus,2026-04-01,2026-04-30,0.069529557,35808.8,0.0386281076,0.002685795209,38298.57,2489.77,0.0
INCOME,MSFT,csus,2026-04-01,2026-04-30,0.1016019642,79595.41,0.0858621361,0.008723761678,87682.46,8087.05,0.0
INCOME,NVDA,csus,2026-04-01,2026-04-30,0.1443234931,132894.58,0.14335767,0.020689879697,152074.39,19179.81,0.0
INCOME,912797AA1,fius,2026-04-01,2026-04-30,0.0,80227.62,0.0865441215,0.0,80227.62,0.0,0.0
INCOME,91282Y2Y1,fius,2026-04-01,2026-04-30,-0.0010898859,47858.22,0.0516262056,-5.6266674e-05,47806.06,-52.16,0.0
INCOME,91282Y5Y1,fius,2026-04-01,2026-04-30,-0.0031197265,47702.9,0.0514586569,-0.000160536936,47554.08,-148.82,0.0
INCOME,AAPL,csus,2026-05-01,2026-05-08,0.0806466096,141829.15,0.1367820879,0.011031011643,157393.27,11559.16,0.0
INCOME,AMZN,csus,2026-05-01,2026-05-08,0.030031899,77895.84,0.0751238771,0.00225611269,80135.2,2239.36,100.0
INCOME,AVGO,csus,2026-05-01,2026-05-08,0.0301127887,75524.39,0.0728368164,0.002193319662,77798.64,2274.25,0.0
INCOME,CASHUSD,caus,2026-05-01,2026-05-08,-0.034763231,112330.18,0.1083328537,-0.003766000018,108425.22,-3904.96,0.0
INCOME,CVNA,csus,2026-05-01,2026-05-08,-0.8030848712,1207.83,0.0011648488,-0.000935472449,237.84,-969.99,0.0
INCOME,GOOG,csus,2026-05-01,2026-05-08,0.0395611927,58337.22,0.0562612605,0.002225762568,60645.11,2307.89,0.0
INCOME,GOOGL,csus,2026-05-01,2026-05-08,0.0415801254,73380.25,0.0707689767,0.002942582926,76431.41,3051.16,0.0
INCOME,JPM,csus,2026-05-01,2026-05-08,-0.0355331747,26822.54,0.0258680463,-0.000919173808,25869.45,-953.09,0.0
INCOME,36225MBS1,fius,2026-05-01,2026-05-08,0.001371172,15927.98,0.0153611748,2.1062813e-05,15949.82,21.84,0.0
INCOME,META,csus,2026-05-01,2026-05-08,-0.0037259877,38298.57,0.036935696,-0.000137621949,38155.87,-142.7,0.0
INCOME,MSFT,csus,2026-05-01,2026-05-08,0.0179998371,87682.46,0.0845622353,0.00152210646,89260.73,1578.27,0.0
INCOME,NVDA,csus,2026-05-01,2026-05-08,0.0783183151,152074.39,0.1466627459,0.011486379147,163984.6,11910.21,0.0
INCOME,912797AA1,fius,2026-05-01,2026-05-08,-0.0019641615,80227.62,0.0773726795,-0.000151972438,80070.04,-157.58,0.0
INCOME,91282Y2Y1,fius,2026-05-01,2026-05-08,-0.0021823593,47806.06,0.0461048572,-0.000100617364,47701.73,-104.33,0.0
INCOME,91282Y5Y1,fius,2026-05-01,2026-05-08,-0.0015224771,47554.08,0.045861844,-6.9823607e-05,47481.68,-72.4,0.0
INCOME,AAPL,csus,2026-05-09,2026-05-14,0.0166711702,157393.27,0.147159695,0.002453324322,160017.2,2623.93,0.0
INCOME,AMZN,csus,2026-05-09,2026-05-14,-0.0200234104,80135.2,0.0749248783,-0.001500251587,78530.62,-1604.58,0.0
INCOME,AVGO,csus,2026-05-09,2026-05-14,0.0227674931,77798.64,0.0727402394,0.001656112899,79569.92,1771.28,0.0
INCOME,CASHUSD,caus,2026-05-09,2026-05-14,0.0,108425.22,0.1013755055,0.0,108425.22,0.0,0.0
INCOME,CVNA,csus,2026-05-09,2026-05-14,-0.1078876556,237.84,0.0002223758,-2.3991604e-05,212.18,-25.66,0.0
INCOME,GOOG,csus,2026-05-09,2026-05-14,0.0003022503,60645.11,0.0567020171,1.7138202e-05,60663.44,18.33,0.0
INCOME,GOOGL,csus,2026-05-09,2026-05-14,0.0006736759,76431.41,0.0714619055,4.8142164e-05,76482.9,51.49,0.0
INCOME,JPM,csus,2026-05-09,2026-05-14,-0.0072490911,25869.45,0.0241874406,-0.00017533696,25681.92,-187.53,0.0
INCOME,36225MBS1,fius,2026-05-09,2026-05-14,-0.0067430228,15949.82,0.0149127764,-0.000100557191,15842.27,-107.55,0.0
INCOME,META,csus,2026-05-09,2026-05-14,0.0144350004,38155.87,0.0356750082,0.000514968758,38706.65,550.78,0.0
INCOME,MSFT,csus,2026-05-09,2026-05-14,-0.0137069235,89260.73,0.0834570742,-0.001143939732,88037.24,-1223.49,0.0
INCOME,NVDA,csus,2026-05-09,2026-05-14,0.0954461577,163984.6,0.1533224624,0.014634039925,179636.3,15651.7,0.0
INCOME,912797AA1,fius,2026-05-09,2026-05-14,0.0005466464,80070.04,0.0748639549,4.0924111e-05,80113.81,43.77,0.0
INCOME,91282Y2Y1,fius,2026-05-09,2026-05-14,-0.0017009865,47701.73,0.0446002046,-7.5864346e-05,47620.59,-81.14,0.0
INCOME,91282Y5Y1,fius,2026-05-09,2026-05-14,-0.0049979276,47481.68,0.044394462,-0.000221880307,47244.37,-237.31,0.0
INCOME,AAPL,csus,2026-05-15,2026-05-15,0.0067738343,160017.2,0.1472391085,0.000997373323,161101.13,1083.93,0.0
INCOME,AMZN,csus,2026-05-15,2026-05-15,-0.0115260773,78530.62,0.0722595976,-0.000832869708,77625.47,-905.15,0.0
INCOME,AVGO,csus,2026-05-15,2026-05-15,-0.0331977209,79569.92,0.0732159048,-0.002430601173,76928.38,-2641.54,0.0
INCOME,CASHUSD,caus,2026-05-15,2026-05-15,0.0110675358,108425.22,0.0997669796,0.001104174618,109625.22,1200.0,0.0
INCOME,CVNA,csus,2026-05-15,2026-05-15,-0.0339334527,212.18,0.0001952365,-6.625049e-06,204.98,-7.2,0.0
INCOME,GOOG,csus,2026-05-15,2026-05-15,-0.0096934826,60663.44,0.0558191921,-0.000541082367,60075.4,-588.04,0.0
INCOME,GOOGL,csus,2026-05-15,2026-05-15,-0.0106965086,76482.9,0.0703753972,-0.000752771041,75664.8,-818.1,0.0
INCOME,JPM,csus,2026-05-15,2026-05-15,-0.0070022023,25681.92,0.0236311034,-0.000165469767,25502.09,-179.83,0.0
INCOME,36225MBS1,fius,2026-05-15,2026-05-15,-0.0074250723,15842.27,0.0145771936,-0.000108236716,15724.64,-117.63,0.0
INCOME,META,csus,2026-05-15,2026-05-15,-0.0067913395,38706.65,0.0356157503,-0.000241878652,38443.78,-262.87,0.0
INCOME,MSFT,csus,2026-05-15,2026-05-15,0.0305059541,88037.24,0.0810070713,0.002471197999,90722.9,2685.66,0.0
INCOME,NVDA,csus,2026-05-15,2026-05-15,-0.0442012555,179636.3,0.1652915353,-0.007306093384,171696.15,-7940.15,0.0
INCOME,912797AA1,fius,2026-05-15,2026-05-15,0.0002185641,80113.81,0.0737163627,1.611175e-05,80131.32,17.51,0.0
INCOME,91282Y2Y1,fius,2026-05-15,2026-05-15,0.0239818532,47620.59,0.0438178722,0.001050833779,47562.62,-57.97,1200.0
INCOME,91282Y5Y1,fius,2026-05-15,2026-05-15,-0.004341893,47244.37,0.043471695,-0.000188749448,47039.24,-205.13,0.0
INCOME,AAPL,csus,2026-05-16,2026-05-22,0.0286113449,161101.13,0.1494377913,0.004275616188,165710.45,4609.32,0.0
INCOME,AMZN,csus,2026-05-16,2026-05-22,0.0082532189,77625.47,0.0720055706,0.000594277736,78266.13,640.66,0.0
INCOME,AVGO,csus,2026-05-16,2026-05-22,-0.0259883284,76928.38,0.0713589482,-0.00185449978,74929.14,-1999.24,0.0
INCOME,CASHUSD,caus,2026-05-16,2026-05-22,0.0,109625.22,0.1016886148,0.0,109625.22,0.0,0.0
INCOME,CVNA,csus,2026-05-16,2026-05-22,0.0164894136,204.98,0.0001901399,3.135295e-06,208.36,3.38,0.0
INCOME,GOOG,csus,2026-05-16,2026-05-22,-0.0354419613,60075.4,0.0557260839,-0.001975041709,57946.21,-2129.19,0.0
INCOME,GOOGL,csus,2026-05-16,2026-05-22,-0.0348050877,75664.8,0.0701868484,-0.002442859414,73031.28,-2633.52,0.0
INCOME,JPM,csus,2026-05-16,2026-05-22,0.0287768571,25502.09,0.0236557993,0.000680739556,26235.96,733.87,0.0
INCOME,36225MBS1,fius,2026-05-16,2026-05-22,0.0054500453,15724.64,0.0145862135,7.9495524e-05,15810.34,85.7,0.0
INCOME,META,csus,2026-05-16,2026-05-22,-0.0064634643,38443.78,0.0356605418,-0.000230490639,38195.3,-248.48,0.0
INCOME,MSFT,csus,2026-05-16,2026-05-22,-0.0079398917,90722.9,0.0841547778,-0.000668179822,90002.57,-720.33,0.0
INCOME,NVDA,csus,2026-05-16,2026-05-22,-0.0443369289,171696.15,0.1592657571,-0.007061354549,164083.67,-7612.48,0.0
INCOME,912797AA1,fius,2026-05-16,2026-05-22,0.0006555489,80131.32,0.074330003,4.8726952e-05,80183.85,52.53,0.0
INCOME,91282Y2Y1,fius,2026-05-16,2026-05-22,0.0007310363,47562.62,0.0441191994,3.2252736e-05,47597.39,34.77,0.0
INCOME,91282Y5Y1,fius,2026-05-16,2026-05-22,0.0016248137,47039.24,0.0436337109,7.0896651e-05,47115.67,76.43,0.0
INCOME,AAPL,csus,2026-05-23,2026-05-29,0.0118250237,165710.45,0.1550229304,0.001833149826,167449.01,1738.56,220.97
INCOME,AMZN,csus,2026-05-23,2026-05-29,0.0162210652,78266.13,0.0732183446,0.001187679542,79535.69,1269.56,0.0
INCOME,AVGO,csus,2026-05-23,2026-05-29,0.0787897739,74929.14,0.0700965742,0.005522893232,80832.79,5903.65,0.0
INCOME,CASHUSD,caus,2026-05-23,2026-05-29,0.0020156858,109625.22,0.1025549255,0.000206718507,109846.19,220.97,0.0
INCOME,CVNA,csus,2026-05-23,2026-05-29,0.0691591476,208.36,0.0001949218,1.3480626e-05,222.77,14.41,0.0
INCOME,GOOG,csus,2026-05-23,2026-05-29,-0.0077758321,57946.21,0.0542089608,-0.000421519777,57495.63,-450.58,0.0
INCOME,GOOGL,csus,2026-05-23,2026-05-29,-0.0068674683,73031.28,0.068321117,-0.000469193105,72529.74,-501.54,0.0
INCOME,JPM,csus,2026-05-23,2026-05-29,-0.0230759614,26235.96,0.0245438679,-0.000566373348,25630.54,-605.42,0.0
INCOME,36225MBS1,fius,2026-05-23,2026-05-29,0.0075469598,15810.34,0.0147906498,0.000111624439,15929.66,119.32,0.0
INCOME,META,csus,2026-05-23,2026-05-29,0.0364599833,38195.3,0.0357318886,0.001302784062,39587.9,1392.6,0.0
INCOME,MSFT,csus,2026-05-23,2026-05-29,0.0756622839,90002.57,0.0841978412,0.006370600965,96812.37,6809.8,0.0
INCOME,NVDA,csus,2026-05-23,2026-05-29,-0.0194585482,164083.67,0.1535010699,-0.002986907967,160890.84,-3192.83,0.0
INCOME,912797AA1,fius,2026-05-23,2026-05-29,0.0007643684,80183.85,0.0750123809,5.7337094e-05,80245.14,61.29,0.0
INCOME,91282Y2Y1,fius,2026-05-23,2026-05-29,0.002192137,47597.39,0.0445275894,9.7610576e-05,47701.73,104.34,0.0
INCOME,91282Y5Y1,fius,2026-05-23,2026-05-29,0.0051218629,47115.67,0.044076938,0.000225756033,47356.99,241.32,0.0
BALANCED,SAP.DE,cseu,2025-11-29,2025-12-31,0.0,0.0,0.0,0.0,21600.0,21600.0,0.0
BALANCED,CASHEUR,caus,2025-11-29,2025-12-31,0.0,0.0,0.0,0.0,5400.0,5400.0,0.0
BALANCED,SHEL.L,csgb,2025-11-29,2025-12-31,0.0,0.0,0.0,0.0,15120.0,15120.0,0.0
BALANCED,CASHGBP,caus,2025-11-29,2025-12-31,0.0,0.0,0.0,0.0,5040.0,5040.0,0.0
BALANCED,SAP.DE,cseu,2026-01-01,2026-01-30,-0.1885493603,21600.0,0.0206271255,-0.003889231318,19447.01,-4332.99,0.0
BALANCED,CASHEUR,caus,2026-01-01,2026-01-30,-0.3988907407,5400.0,0.0051567814,-0.002056992352,3245.99,-2154.01,0.0
BALANCED,SHEL.L,csgb,2026-01-01,2026-01-30,0.0213267196,15120.0,0.0144389879,0.000307936246,15442.46,322.46,0.0
BALANCED,CASHGBP,caus,2026-01-01,2026-01-30,0.0015873016,5040.0,0.004812996,7.639676e-06,5048.0,8.0,0.0
BALANCED,SAP.DE,cseu,2026-01-31,2026-02-27,0.0041980747,19447.01,0.0187042297,7.8521753e-05,19528.65,81.64,0.0
BALANCED,CASHEUR,caus,2026-01-31,2026-02-27,0.0018484345,3245.99,0.0031220091,5.770829e-06,3251.99,6.0,0.0
BALANCED,SHEL.L,csgb,2026-01-31,2026-02-27,0.0864374369,15442.46,0.0148526338,0.001283823597,15460.22,1287.76,0.0
BALANCED,CASHGBP,caus,2026-01-31,2026-02-27,0.2885895404,5048.0,0.0048551912,0.001401157397,6504.8,1456.8,0.0
BALANCED,SAP.DE,cseu,2026-02-28,2026-03-31,-0.1391494036,19528.65,0.0197065956,-0.002742161025,16811.25,-2717.4,0.0
BALANCED,CASHEUR,caus,2026-02-28,2026-03-31,0.0018450241,3251.99,0.0032816222,6.054672e-06,3257.99,6.0,0.0
BALANCED,SHEL.L,csgb,2026-02-28,2026-03-31,0.1676159848,15460.22,0.015601094,0.002614992735,18051.6,2591.38,0.0
BALANCED,CASHGBP,caus,2026-02-28,2026-03-31,0.0015819087,6504.8,0.0065640719,1.0383762e-05,6515.09,10.29,0.0
BALANCED,SAP.DE,cseu,2026-05-01,2026-05-08,0.0066581943,16681.7,0.0153036732,0.00010189483,16792.77,111.07,0.0
BALANCED,CASHEUR,caus,2026-05-01,2026-05-08,0.0018382407,3394.55,0.0031141361,5.724532e-06,3400.79,6.24,0.0
BALANCED,SHEL.L,csgb,2026-05-01,2026-05-08,-0.065575978,16783.28,0.015396862,-0.001009664284,15682.7,-1100.58,0.0
BALANCED,CASHGBP,caus,2026-05-01,2026-05-08,0.0015769197,6525.38,0.0059863373,9.439973e-06,6535.67,10.29,0.0
BALANCED,SAP.DE,cseu,2026-05-09,2026-05-14,-0.0322906822,16792.77,0.0148714266,-0.00048020851,16250.52,-542.25,0.0
BALANCED,CASHEUR,caus,2026-05-09,2026-05-14,0.0018348678,3400.79,0.0030116889,5.526051e-06,3407.03,6.24,0.0
BALANCED,SHEL.L,csgb,2026-05-09,2026-05-14,0.0162612305,15682.7,0.0138883652,0.000225841908,15937.72,255.02,0.0
BALANCED,CASHGBP,caus,2026-05-09,2026-05-14,0.001575967,6535.67,0.0057878919,9.121527e-06,6545.97,10.3,0.0
BALANCED,SAP.DE,cseu,2026-05-15,2026-05-29,0.1014330618,16250.52,0.0141249919,0.001432741176,17898.86,1648.34,0.0
BALANCED,CASHEUR,caus,2026-05-15,2026-05-29,0.0018315072,3407.03,0.0029613988,5.423823e-06,3413.27,6.24,0.0
BALANCED,SHEL.L,csgb,2026-05-15,2026-05-29,-0.0081285152,15937.72,0.0138531054,-0.000112605178,15808.17,-129.55,0.0
BALANCED,CASHGBP,caus,2026-05-15,2026-05-29,0.0015719595,6545.97,0.0056897732,8.944093e-06,6556.26,10.29,0.0
BALANCED,AAPL,csus,2026-04-01,2026-04-10,0.0261538911,156324.63,0.1635796286,0.004278243793,164470.46,4140.87,0.0
BALANCED,AMZN,csus,2026-04-01,2026-04-10,0.1445719297,75607.9,0.0791168494,0.01143807559,86538.68,10930.78,0.0
BALANCED,AVGO,csus,2026-04-01,2026-04-10,0.2004458264,69174.9,0.072385295,0.014509330275,83040.72,13865.82,0.0
BALANCED,CASHUSD,caus,2026-04-01,2026-04-10,-0.0621860971,56846.79,0.0594850395,-0.003699142442,53311.71,-3535.08,0.0
BALANCED,CVNA,csus,2026-04-01,2026-04-10,0.0697578263,1185.1,0.0012401003,8.6506701e-05,1267.77,82.67,0.0
BALANCED,GOOG,csus,2026-04-01,2026-04-10,0.1006065132,54124.13,0.0566360214,0.005697952635,59569.37,5445.24,0.0
BALANCED,GOOGL,csus,2026-04-01,2026-04-10,0.1032132432,67739.66,0.0708834457,0.00731611032,74731.29,6991.63,0.0
BALANCED,JPM,csus,2026-04-01,2026-04-10,0.0662420472,31116.49,0.0325606008,0.002156880855,32778.31,1661.82,399.4
BALANCED,36225MBS1,fius,2026-04-01,2026-04-10,0.0002105717,7978.28,0.0083485506,1.757968e-06,7979.96,1.68,0.0
BALANCED,META,csus,2026-04-01,2026-04-10,0.1009038215,44234.4,0.0462873107,0.004670566537,48697.82,4463.42,0.0
BALANCED,MSFT,csus,2026-04-01,2026-04-10,0.0018909971,94622.04,0.0990134323,0.000187234113,94800.97,178.93,0.0
BALANCED,NVDA,csus,2026-04-01,2026-04-10,0.0815941264,164163.9,0.1717827178,0.01401646079,177558.71,13394.81,0.0
BALANCED,912797AA1,fius,2026-04-01,2026-04-10,-0.0016368428,40113.81,0.0419754849,-6.870727e-05,40048.15,-65.66,0.0
BALANCED,91282Y2Y1,fius,2026-04-01,2026-04-10,-0.0019378071,23929.11,0.0250396558,-4.8522023e-05,23882.74,-46.37,0.0
BALANCED,91282Y5Y1,fius,2026-04-01,2026-04-10,-0.0015177274,23851.45,0.0249583916,-3.7880035e-05,23815.25,-36.2,0.0
BALANCED,SAP.DE,cseu,2026-04-01,2026-04-10,-0.0494436761,16811.25,0.0175914572,-0.000869786312,15980.04,-831.21,0.0
BALANCED,CASHEUR,caus,2026-04-01,2026-04-10,0.0018416263,3257.99,0.0034091927,6.278459e-06,3263.99,6.0,0.0
